tick,theta,d1_x_cmd,d1_y_cmd,d1_z_cmd,d1_x_act,d1_y_act,d1_z_act,d2_x_cmd,d2_y_cmd,d2_z_cmd,d2_x_act,d2_y_act,d2_z_act,formation_error,d1_track,d1_formation,d1_avoidance,d1_altitude,d2_track,d2_formation,d2_avoidance,d2_altitude
433,-1.5635,0.023,-0.013,-4.969,0.029,0.029,-5.022,-4.951,0.013,-4.984,-4.987,0.013,-5.017,0.023,0.037,0.024,0.000,0.022,0.031,0.024,0.000,0.017
434,-1.5627,0.024,-0.017,-4.956,0.033,0.045,-5.033,-4.943,0.018,-4.974,-4.987,0.023,-5.026,0.030,0.056,0.031,0.000,0.033,0.044,0.031,0.000,0.026
435,-1.5619,0.025,-0.021,-4.957,0.036,0.054,-5.032,-4.936,0.021,-4.973,-4.988,0.029,-5.026,0.035,0.064,0.036,0.000,0.032,0.051,0.036,0.000,0.026
436,-1.5610,0.027,-0.021,-4.979,0.039,0.058,-5.018,-4.929,0.022,-4.978,-4.988,0.031,-5.018,0.038,0.061,0.038,0.000,0.018,0.052,0.038,0.000,0.018
437,-1.5600,0.030,-0.021,-5.005,0.042,0.059,-4.999,-4.922,0.021,-4.994,-4.988,0.033,-5.002,0.039,0.060,0.040,0.000,0.001,0.053,0.040,0.000,0.002
438,-1.5590,0.035,-0.019,-5.026,0.045,0.058,-4.981,-4.917,0.020,-5.013,-4.985,0.033,-4.986,0.039,0.062,0.039,0.000,0.019,0.057,0.039,0.000,0.014
439,-1.5579,0.043,-0.017,-5.045,0.047,0.053,-4.967,-4.914,0.018,-5.028,-4.980,0.031,-4.973,0.035,0.065,0.036,0.000,0.033,0.060,0.036,0.000,0.027
440,-1.5567,0.053,-0.015,-5.050,0.048,0.044,-4.963,-4.912,0.016,-5.033,-4.973,0.025,-4.969,0.029,0.062,0.030,0.000,0.037,0.059,0.030,0.000,0.031
441,-1.5555,0.066,-0.012,-5.041,0.049,0.029,-4.969,-4.913,0.014,-5.026,-4.964,0.013,-4.975,0.021,0.050,0.022,0.000,0.031,0.049,0.022,0.000,0.025
442,-1.5542,0.079,-0.010,-5.025,0.049,0.011,-4.983,-4.913,0.011,-5.008,-4.956,-0.002,-4.989,0.014,0.039,0.015,0.000,0.017,0.040,0.015,0.000,0.011
443,-1.5529,0.093,-0.007,-5.003,0.049,-0.010,-5.001,-4.913,0.008,-4.987,-4.948,-0.019,-5.007,0.010,0.042,0.012,0.000,0.001,0.043,0.012,0.000,0.007
444,-1.5515,0.107,-0.006,-4.985,0.048,-0.027,-5.017,-4.914,0.007,-4.967,-4.939,-0.035,-5.023,0.015,0.059,0.017,0.000,0.017,0.056,0.017,0.000,0.023
445,-1.5500,0.122,-0.005,-4.976,0.047,-0.038,-5.025,-4.913,0.007,-4.956,-4.932,-0.046,-5.032,0.023,0.074,0.024,0.000,0.025,0.067,0.024,0.000,0.032
446,-1.5484,0.137,-0.003,-4.974,0.046,-0.047,-5.026,-4.913,0.006,-4.958,-4.923,-0.052,-5.031,0.031,0.086,0.032,0.000,0.026,0.071,0.032,0.000,0.031
447,-1.5468,0.150,-0.002,-4.981,0.046,-0.050,-5.017,-4.910,0.004,-4.975,-4.917,-0.054,-5.019,0.037,0.092,0.037,0.000,0.017,0.069,0.037,0.000,0.019
448,-1.5451,0.161,-0.000,-4.997,0.048,-0.052,-5.001,-4.904,0.004,-5.002,-4.911,-0.055,-4.999,0.041,0.097,0.041,0.000,0.001,0.069,0.041,0.000,0.001
449,-1.5433,0.170,0.000,-5.015,0.051,-0.053,-4.985,-4.895,0.003,-5.026,-4.908,-0.055,-4.981,0.041,0.104,0.041,0.000,0.015,0.075,0.041,0.000,0.019
450,-1.5414,0.177,0.000,-5.028,0.056,-0.051,-4.973,-4.883,0.004,-5.044,-4.906,-0.054,-4.967,0.038,0.109,0.038,0.000,0.027,0.084,0.038,0.000,0.033
451,-1.5395,0.182,-0.000,-5.031,0.062,-0.045,-4.971,-4.869,0.005,-5.047,-4.906,-0.049,-4.965,0.032,0.110,0.033,0.000,0.029,0.088,0.033,0.000,0.035
452,-1.5375,0.186,-0.002,-5.023,0.070,-0.033,-4.977,-4.852,0.007,-5.037,-4.906,-0.039,-4.972,0.024,0.105,0.025,0.000,0.023,0.088,0.025,0.000,0.028
453,-1.5354,0.190,-0.003,-5.007,0.078,-0.017,-4.991,-4.835,0.009,-5.020,-4.906,-0.025,-4.986,0.018,0.102,0.018,0.000,0.009,0.089,0.018,0.000,0.014
454,-1.5332,0.193,-0.005,-4.985,0.087,0.002,-5.009,-4.817,0.012,-4.999,-4.907,-0.009,-5.004,0.013,0.101,0.014,0.000,0.009,0.095,0.014,0.000,0.004
455,-1.5309,0.197,-0.007,-4.966,0.097,0.019,-5.024,-4.799,0.015,-4.984,-4.906,0.006,-5.018,0.013,0.106,0.015,0.000,0.024,0.107,0.015,0.000,0.018
456,-1.5286,0.200,-0.007,-4.956,0.108,0.032,-5.033,-4.779,0.016,-4.975,-4.905,0.018,-5.026,0.019,0.111,0.020,0.000,0.033,0.120,0.020,0.000,0.026
457,-1.5262,0.204,-0.006,-4.961,0.119,0.037,-5.029,-4.758,0.016,-4.973,-4.905,0.024,-5.025,0.027,0.113,0.027,0.000,0.029,0.132,0.027,0.000,0.025
458,-1.5237,0.210,-0.003,-4.977,0.129,0.038,-5.018,-4.739,0.014,-4.984,-4.903,0.028,-5.015,0.034,0.113,0.034,0.000,0.018,0.141,0.034,0.000,0.015
459,-1.5211,0.216,-0.001,-5.005,0.141,0.039,-4.998,-4.719,0.013,-4.998,-4.900,0.030,-5.000,0.042,0.113,0.042,0.000,0.002,0.151,0.042,0.000,0.000
460,-1.5184,0.224,0.002,-5.030,0.152,0.039,-4.979,-4.700,0.012,-5.015,-4.895,0.032,-4.984,0.047,0.116,0.048,0.000,0.021,0.160,0.048,0.000,0.016
461,-1.5156,0.236,0.005,-5.044,0.162,0.036,-4.968,-4.684,0.010,-5.026,-4.888,0.033,-4.974,0.050,0.122,0.051,0.000,0.032,0.168,0.051,0.000,0.026
462,-1.5127,0.251,0.008,-5.045,0.170,0.029,-4.966,-4.671,0.009,-5.031,-4.879,0.029,-4.971,0.049,0.127,0.049,0.000,0.034,0.173,0.049,0.000,0.029
463,-1.5098,0.269,0.012,-5.034,0.179,0.017,-4.974,-4.659,0.007,-5.026,-4.867,0.020,-4.977,0.046,0.129,0.046,0.000,0.026,0.174,0.046,0.000,0.023
464,-1.5067,0.287,0.015,-5.019,0.186,0.004,-4.985,-4.647,0.006,-5.015,-4.855,0.010,-4.987,0.041,0.136,0.041,0.000,0.015,0.176,0.041,0.000,0.013
465,-1.5036,0.306,0.017,-5.006,0.190,-0.005,-4.995,-4.634,0.006,-5.005,-4.847,0.002,-4.996,0.038,0.146,0.038,0.000,0.005,0.183,0.038,0.000,0.004
466,-1.5003,0.328,0.020,-4.985,0.200,-0.021,-5.013,-4.624,0.005,-4.984,-4.830,-0.012,-5.013,0.032,0.156,0.032,0.000,0.013,0.184,0.032,0.000,0.013
467,-1.4970,0.350,0.023,-4.970,0.210,-0.034,-5.025,-4.613,0.004,-4.969,-4.814,-0.022,-5.025,0.026,0.168,0.026,0.000,0.025,0.187,0.026,0.000,0.025
468,-1.4936,0.373,0.027,-4.964,0.221,-0.042,-5.030,-4.601,0.002,-4.965,-4.795,-0.026,-5.029,0.023,0.177,0.023,0.000,0.030,0.188,0.023,0.000,0.029
469,-1.4900,0.397,0.031,-4.971,0.231,-0.045,-5.024,-4.590,0.002,-4.973,-4.777,-0.027,-5.023,0.020,0.184,0.020,0.000,0.024,0.186,0.020,0.000,0.023
470,-1.4864,0.422,0.034,-4.989,0.243,-0.045,-5.008,-4.579,0.002,-4.993,-4.757,-0.025,-5.007,0.020,0.189,0.020,0.000,0.008,0.183,0.020,0.000,0.007
471,-1.4827,0.446,0.035,-5.008,0.254,-0.043,-4.992,-4.566,0.004,-5.014,-4.739,-0.024,-4.989,0.021,0.197,0.021,0.000,0.008,0.184,0.021,0.000,0.011
472,-1.4789,0.469,0.036,-5.027,0.267,-0.041,-4.976,-4.551,0.006,-5.033,-4.721,-0.022,-4.974,0.023,0.203,0.023,0.000,0.024,0.186,0.023,0.000,0.026
473,-1.4749,0.490,0.036,-5.041,0.282,-0.034,-4.967,-4.533,0.010,-5.038,-4.704,-0.018,-4.968,0.022,0.208,0.022,0.000,0.033,0.190,0.022,0.000,0.032
474,-1.4709,0.510,0.035,-5.041,0.296,-0.024,-4.967,-4.513,0.014,-5.035,-4.690,-0.011,-4.969,0.019,0.211,0.019,0.000,0.033,0.194,0.019,0.000,0.031
475,-1.4668,0.530,0.035,-5.029,0.314,-0.008,-4.978,-4.492,0.019,-5.021,-4.673,0.002,-4.981,0.016,0.210,0.017,0.000,0.022,0.195,0.017,0.000,0.019
476,-1.4626,0.550,0.035,-5.014,0.329,0.010,-4.992,-4.470,0.023,-4.999,-4.658,0.017,-4.998,0.015,0.212,0.016,0.000,0.008,0.199,0.016,0.000,0.002
477,-1.4582,0.570,0.034,-4.991,0.347,0.032,-5.011,-4.446,0.030,-4.976,-4.643,0.035,-5.017,0.010,0.215,0.012,0.000,0.011,0.206,0.012,0.000,0.017
478,-1.4538,0.589,0.033,-4.972,0.363,0.050,-5.026,-4.422,0.035,-4.962,-4.630,0.048,-5.030,0.007,0.222,0.008,0.000,0.026,0.216,0.008,0.000,0.030
479,-1.4493,0.608,0.033,-4.963,0.382,0.063,-5.032,-4.396,0.040,-4.957,-4.616,0.059,-5.034,0.005,0.228,0.006,0.000,0.032,0.226,0.006,0.000,0.034
480,-1.4446,0.627,0.035,-4.970,0.400,0.070,-5.027,-4.369,0.045,-4.963,-4.603,0.064,-5.029,0.007,0.233,0.007,0.000,0.027,0.235,0.007,0.000,0.029
481,-1.4399,0.646,0.037,-4.992,0.421,0.076,-5.010,-4.340,0.049,-4.977,-4.588,0.068,-5.016,0.011,0.235,0.013,0.000,0.010,0.243,0.013,0.000,0.016
482,-1.4350,0.665,0.039,-5.019,0.440,0.080,-4.991,-4.311,0.053,-4.991,-4.575,0.072,-5.001,0.017,0.239,0.020,0.000,0.009,0.253,0.020,0.000,0.001
483,-1.4301,0.686,0.044,-5.041,0.461,0.083,-4.973,-4.283,0.055,-5.009,-4.558,0.076,-4.985,0.021,0.244,0.023,0.000,0.027,0.261,0.023,0.000,0.015
484,-1.4250,0.710,0.050,-5.050,0.479,0.082,-4.966,-4.257,0.056,-5.019,-4.542,0.078,-4.977,0.021,0.251,0.024,0.000,0.034,0.270,0.024,0.000,0.023
485,-1.4198,0.735,0.056,-5.050,0.500,0.075,-4.966,-4.231,0.058,-5.018,-4.522,0.074,-4.978,0.022,0.255,0.024,0.000,0.034,0.275,0.024,0.000,0.022
486,-1.4145,0.761,0.062,-5.039,0.519,0.065,-4.976,-4.205,0.060,-5.004,-4.502,0.066,-4.988,0.021,0.260,0.024,0.000,0.024,0.280,0.024,0.000,0.012
487,-1.4092,0.791,0.066,-5.023,0.540,0.052,-4.991,-4.181,0.065,-4.981,-4.478,0.052,-5.006,0.018,0.266,0.023,0.000,0.009,0.283,0.023,0.000,0.006
488,-1.4037,0.817,0.071,-5.000,0.562,0.038,-5.009,-4.153,0.068,-4.964,-4.457,0.040,-5.021,0.019,0.272,0.023,0.000,0.009,0.291,0.023,0.000,0.021
489,-1.3981,0.849,0.074,-4.986,0.580,0.029,-5.021,-4.130,0.075,-4.947,-4.432,0.029,-5.035,0.013,0.283,0.019,0.000,0.021,0.297,0.019,0.000,0.035
490,-1.3923,0.882,0.078,-4.977,0.602,0.024,-5.028,-4.107,0.081,-4.943,-4.404,0.022,-5.040,0.007,0.292,0.014,0.000,0.028,0.300,0.014,0.000,0.040
491,-1.3865,0.916,0.083,-4.977,0.623,0.023,-5.025,-4.084,0.086,-4.953,-4.377,0.021,-5.033,0.002,0.301,0.009,0.000,0.025,0.302,0.009,0.000,0.033
492,-1.3806,0.951,0.088,-4.990,0.646,0.025,-5.012,-4.060,0.092,-4.976,-4.348,0.022,-5.017,0.007,0.307,0.009,0.000,0.012,0.301,0.009,0.000,0.017
493,-1.3745,0.984,0.094,-5.007,0.668,0.027,-4.996,-4.034,0.098,-5.000,-4.320,0.024,-4.998,0.012,0.315,0.012,0.000,0.004,0.304,0.012,0.000,0.002
494,-1.3684,1.016,0.099,-5.028,0.694,0.030,-4.979,-4.006,0.105,-5.017,-4.293,0.026,-4.983,0.014,0.321,0.015,0.000,0.021,0.308,0.015,0.000,0.017
495,-1.3621,1.050,0.105,-5.038,0.716,0.035,-4.971,-3.979,0.112,-5.027,-4.266,0.031,-4.975,0.019,0.329,0.019,0.000,0.029,0.313,0.019,0.000,0.025
496,-1.3557,1.083,0.112,-5.041,0.743,0.046,-4.970,-3.949,0.119,-5.023,-4.237,0.041,-4.976,0.020,0.333,0.021,0.000,0.030,0.314,0.021,0.000,0.024
497,-1.3492,1.115,0.119,-5.032,0.769,0.060,-4.978,-3.918,0.125,-5.010,-4.211,0.056,-4.986,0.021,0.336,0.022,0.000,0.022,0.317,0.022,0.000,0.014
498,-1.3426,1.147,0.127,-5.011,0.798,0.080,-4.995,-3.885,0.133,-4.993,-4.182,0.077,-5.002,0.020,0.336,0.021,0.000,0.005,0.317,0.021,0.000,0.002
499,-1.3359,1.178,0.135,-4.988,0.827,0.100,-5.012,-3.850,0.140,-4.978,-4.156,0.096,-5.016,0.018,0.339,0.018,0.000,0.012,0.322,0.018,0.000,0.016
500,-1.3291,1.208,0.143,-4.967,0.859,0.118,-5.027,-3.814,0.148,-4.968,-4.127,0.115,-5.027,0.014,0.340,0.014,0.000,0.027,0.326,0.014,0.000,0.027
501,-1.3222,1.237,0.152,-4.959,0.889,0.129,-5.032,-3.776,0.155,-4.967,-4.103,0.127,-5.029,0.009,0.344,0.009,0.000,0.032,0.336,0.009,0.000,0.029
502,-1.3151,1.265,0.162,-4.967,0.922,0.136,-5.026,-3.736,0.163,-4.974,-4.077,0.135,-5.024,0.002,0.345,0.003,0.000,0.026,0.344,0.003,0.000,0.024
503,-1.3079,1.294,0.171,-4.990,0.958,0.142,-5.009,-3.696,0.172,-4.989,-4.048,0.141,-5.009,0.006,0.343,0.006,0.000,0.009,0.349,0.006,0.000,0.009
504,-1.3007,1.325,0.181,-5.015,0.991,0.147,-4.989,-3.656,0.182,-5.008,-4.021,0.146,-4.992,0.012,0.345,0.012,0.000,0.011,0.357,0.012,0.000,0.008
505,-1.2933,1.357,0.190,-5.037,1.025,0.152,-4.972,-3.618,0.192,-5.026,-3.991,0.150,-4.976,0.016,0.348,0.016,0.000,0.028,0.364,0.016,0.000,0.024
506,-1.2858,1.394,0.200,-5.047,1.056,0.153,-4.964,-3.582,0.203,-5.036,-3.959,0.151,-4.967,0.015,0.355,0.016,0.000,0.036,0.370,0.016,0.000,0.033
507,-1.2782,1.426,0.211,-5.044,1.088,0.149,-4.965,-3.542,0.214,-5.035,-3.932,0.148,-4.969,0.020,0.362,0.021,0.000,0.035,0.382,0.021,0.000,0.031
508,-1.2704,1.464,0.222,-5.031,1.117,0.142,-4.976,-3.506,0.226,-5.025,-3.902,0.139,-4.978,0.019,0.373,0.019,0.000,0.024,0.391,0.019,0.000,0.022
509,-1.2626,1.508,0.230,-5.016,1.143,0.133,-4.990,-3.474,0.241,-5.004,-3.868,0.126,-4.994,0.013,0.387,0.014,0.000,0.010,0.400,0.014,0.000,0.006
510,-1.2547,1.544,0.241,-4.992,1.175,0.122,-5.008,-3.435,0.254,-4.987,-3.838,0.114,-5.009,0.015,0.400,0.015,0.000,0.008,0.415,0.015,0.000,0.009
511,-1.2466,1.584,0.252,-4.975,1.207,0.115,-5.022,-3.398,0.269,-4.972,-3.805,0.104,-5.023,0.016,0.413,0.016,0.000,0.022,0.427,0.016,0.000,0.023
512,-1.2384,1.629,0.264,-4.969,1.234,0.113,-5.026,-3.366,0.284,-4.966,-3.768,0.100,-5.028,0.013,0.429,0.013,0.000,0.026,0.437,0.013,0.000,0.028
513,-1.2301,1.671,0.278,-4.972,1.265,0.114,-5.023,-3.330,0.297,-4.975,-3.735,0.102,-5.022,0.012,0.442,0.012,0.000,0.023,0.446,0.012,0.000,0.022
514,-1.2217,1.712,0.293,-4.985,1.299,0.119,-5.010,-3.291,0.310,-4.995,-3.699,0.108,-5.006,0.011,0.450,0.012,0.000,0.010,0.453,0.012,0.000,0.006
515,-1.2132,1.752,0.308,-5.002,1.331,0.124,-4.994,-3.252,0.324,-5.018,-3.666,0.114,-4.989,0.010,0.461,0.012,0.000,0.006,0.463,0.012,0.000,0.011
516,-1.2046,1.791,0.324,-5.020,1.368,0.133,-4.979,-3.211,0.339,-5.037,-3.631,0.124,-4.973,0.009,0.468,0.011,0.000,0.021,0.470,0.011,0.000,0.027
517,-1.1959,1.831,0.342,-5.029,1.402,0.144,-4.972,-3.169,0.353,-5.044,-3.598,0.138,-4.967,0.007,0.476,0.008,0.000,0.028,0.478,0.008,0.000,0.033
518,-1.1870,1.871,0.361,-5.029,1.440,0.163,-4.974,-3.127,0.366,-5.038,-3.561,0.159,-4.971,0.004,0.477,0.005,0.000,0.026,0.480,0.005,0.000,0.029
519,-1.1781,1.911,0.380,-5.019,1.476,0.187,-4.984,-3.084,0.382,-5.022,-3.527,0.185,-4.982,0.003,0.479,0.003,0.000,0.016,0.482,0.003,0.000,0.018
520,-1.1690,1.949,0.397,-4.999,1.516,0.217,-5.000,-3.038,0.400,-5.002,-3.492,0.215,-4.999,0.008,0.475,0.008,0.000,0.000,0.484,0.008,0.000,0.001
521,-1.1598,1.989,0.417,-4.980,1.552,0.245,-5.016,-2.994,0.416,-4.984,-3.458,0.245,-5.015,0.010,0.477,0.011,0.000,0.016,0.487,0.011,0.000,0.015
522,-1.1506,2.032,0.440,-4.965,1.589,0.270,-5.028,-2.952,0.430,-4.970,-3.421,0.276,-5.026,0.012,0.481,0.012,0.000,0.028,0.488,0.012,0.000,0.026
523,-1.1412,2.072,0.464,-4.959,1.627,0.289,-5.031,-2.906,0.444,-4.969,-3.387,0.301,-5.028,0.019,0.485,0.019,0.000,0.031,0.494,0.019,0.000,0.028
524,-1.1317,2.112,0.489,-4.967,1.663,0.303,-5.025,-2.861,0.460,-4.976,-3.354,0.321,-5.022,0.025,0.494,0.025,0.000,0.025,0.504,0.025,0.000,0.022
525,-1.1220,2.154,0.514,-4.989,1.705,0.317,-5.008,-2.815,0.476,-4.993,-3.314,0.341,-5.007,0.030,0.497,0.030,0.000,0.008,0.508,0.030,0.000,0.007
526,-1.1123,2.197,0.537,-5.014,1.744,0.332,-4.989,-2.771,0.495,-5.012,-3.277,0.358,-4.990,0.033,0.504,0.033,0.000,0.011,0.515,0.033,0.000,0.010
527,-1.1025,2.241,0.560,-5.036,1.785,0.348,-4.971,-2.727,0.517,-5.029,-3.235,0.375,-4.974,0.034,0.509,0.034,0.000,0.029,0.519,0.034,0.000,0.026
528,-1.0926,2.285,0.583,-5.048,1.824,0.360,-4.963,-2.683,0.539,-5.036,-3.196,0.387,-4.967,0.033,0.519,0.034,0.000,0.037,0.527,0.034,0.000,0.033
529,-1.0825,2.331,0.605,-5.048,1.865,0.370,-4.964,-2.640,0.564,-5.031,-3.153,0.396,-4.970,0.031,0.527,0.032,0.000,0.036,0.533,0.032,0.000,0.030
530,-1.0724,2.378,0.627,-5.038,1.904,0.375,-4.974,-2.598,0.590,-5.015,-3.111,0.398,-4.982,0.027,0.540,0.028,0.000,0.026,0.544,0.028,0.000,0.018
531,-1.0621,2.428,0.648,-5.022,1.943,0.379,-4.989,-2.558,0.618,-4.991,-3.065,0.397,-5.000,0.020,0.554,0.023,0.000,0.011,0.553,0.023,0.000,0.000
532,-1.0518,2.471,0.668,-4.999,1.986,0.384,-5.007,-2.511,0.649,-4.973,-3.026,0.396,-5.016,0.017,0.566,0.019,0.000,0.007,0.570,0.019,0.000,0.016
533,-1.0413,2.522,0.690,-4.987,2.018,0.392,-5.018,-2.471,0.679,-4.957,-2.986,0.398,-5.028,0.008,0.586,0.013,0.000,0.018,0.587,0.013,0.000,0.028
534,-1.0307,2.576,0.714,-4.979,2.054,0.404,-5.024,-2.434,0.709,-4.950,-2.939,0.407,-5.035,0.007,0.602,0.012,0.000,0.024,0.595,0.012,0.000,0.035
535,-1.0201,2.620,0.735,-4.982,2.097,0.425,-5.021,-2.387,0.743,-4.954,-2.899,0.420,-5.031,0.006,0.608,0.012,0.000,0.021,0.607,0.012,0.000,0.031
536,-1.0093,2.672,0.761,-4.996,2.136,0.447,-5.009,-2.347,0.775,-4.973,-2.852,0.438,-5.017,0.015,0.616,0.017,0.000,0.009,0.611,0.017,0.000,0.017
537,-0.9984,2.720,0.787,-5.013,2.174,0.469,-4.994,-2.304,0.807,-4.995,-2.812,0.456,-5.000,0.020,0.627,0.021,0.000,0.006,0.622,0.021,0.000,0.000
538,-0.9874,2.765,0.811,-5.033,2.219,0.496,-4.977,-2.257,0.843,-5.016,-2.768,0.476,-4.983,0.024,0.630,0.025,0.000,0.023,0.629,0.025,0.000,0.017
539,-0.9764,2.819,0.842,-5.040,2.257,0.522,-4.968,-2.218,0.874,-5.032,-2.720,0.501,-4.971,0.031,0.639,0.031,0.000,0.032,0.631,0.031,0.000,0.029
540,-0.9652,2.863,0.868,-5.040,2.304,0.557,-4.968,-2.170,0.910,-5.033,-2.676,0.531,-4.971,0.033,0.637,0.033,0.000,0.032,0.634,0.033,0.000,0.029
541,-0.9539,2.912,0.901,-5.029,2.347,0.595,-4.978,-2.127,0.943,-5.022,-2.628,0.568,-4.980,0.036,0.636,0.036,0.000,0.022,0.630,0.036,0.000,0.020
542,-0.9425,2.955,0.928,-5.004,2.395,0.640,-4.996,-2.078,0.981,-5.007,-2.585,0.607,-4.995,0.039,0.628,0.039,0.000,0.004,0.628,0.039,0.000,0.005
543,-0.9311,3.002,0.963,-4.978,2.440,0.684,-5.016,-2.033,1.015,-4.988,-2.538,0.651,-5.013,0.039,0.625,0.040,0.000,0.016,0.623,0.040,0.000,0.013
544,-0.9195,3.043,0.993,-4.954,2.487,0.724,-5.033,-1.980,1.054,-4.977,-2.499,0.686,-5.025,0.040,0.622,0.041,0.000,0.033,0.629,0.041,0.000,0.025
545,-0.9078,3.087,1.032,-4.942,2.536,0.758,-5.042,-1.932,1.086,-4.970,-2.452,0.725,-5.032,0.036,0.621,0.037,0.000,0.042,0.627,0.037,0.000,0.032
546,-0.8961,3.127,1.073,-4.948,2.586,0.785,-5.038,-1.880,1.119,-4.972,-2.409,0.756,-5.029,0.029,0.622,0.031,0.000,0.038,0.632,0.031,0.000,0.029
547,-0.8842,3.161,1.112,-4.975,2.642,0.811,-5.020,-1.822,1.154,-4.978,-2.369,0.785,-5.019,0.029,0.618,0.029,0.000,0.020,0.641,0.029,0.000,0.019
548,-0.8723,3.207,1.159,-5.002,2.690,0.833,-4.999,-1.776,1.183,-4.997,-2.320,0.819,-5.001,0.018,0.625,0.018,0.000,0.001,0.641,0.018,0.000,0.001
549,-0.8602,3.245,1.203,-5.033,2.745,0.859,-4.978,-1.722,1.217,-5.012,-2.276,0.850,-4.985,0.022,0.625,0.023,0.000,0.022,0.647,0.023,0.000,0.015
550,-0.8481,3.291,1.252,-5.048,2.793,0.881,-4.966,-1.676,1.248,-5.024,-2.227,0.883,-4.974,0.021,0.634,0.022,0.000,0.034,0.648,0.022,0.000,0.026
551,-0.8359,3.334,1.300,-5.048,2.841,0.898,-4.965,-1.629,1.281,-5.026,-2.181,0.910,-4.973,0.026,0.646,0.027,0.000,0.035,0.656,0.027,0.000,0.027
552,-0.8236,3.380,1.350,-5.033,2.892,0.913,-4.976,-1.584,1.315,-5.019,-2.130,0.935,-4.981,0.031,0.657,0.032,0.000,0.024,0.661,0.032,0.000,0.019
553,-0.8112,3.424,1.397,-5.006,2.942,0.925,-4.995,-1.537,1.352,-5.006,-2.083,0.954,-4.995,0.037,0.673,0.037,0.000,0.005,0.673,0.037,0.000,0.005
554,-0.7987,3.472,1.446,-4.979,2.986,0.938,-5.015,-1.496,1.390,-4.990,-2.034,0.973,-5.011,0.040,0.695,0.040,0.000,0.015,0.686,0.040,0.000,0.011
555,-0.7861,3.519,1.492,-4.956,3.032,0.957,-5.031,-1.453,1.432,-4.978,-1.986,0.994,-5.023,0.041,0.712,0.042,0.000,0.031,0.699,0.042,0.000,0.023
556,-0.7734,3.576,1.542,-4.948,3.070,0.980,-5.037,-1.421,1.472,-4.972,-1.933,1.023,-5.029,0.043,0.733,0.044,0.000,0.037,0.704,0.044,0.000,0.029
557,-0.7607,3.623,1.585,-4.955,3.114,1.015,-5.032,-1.380,1.521,-4.978,-1.884,1.055,-5.024,0.040,0.741,0.041,0.000,0.032,0.710,0.041,0.000,0.024
558,-0.7479,3.674,1.631,-4.974,3.157,1.052,-5.016,-1.343,1.568,-4.995,-1.832,1.091,-5.009,0.041,0.748,0.042,0.000,0.016,0.712,0.042,0.000,0.009
559,-0.7350,3.720,1.675,-4.998,3.197,1.088,-4.998,-1.302,1.619,-5.014,-1.789,1.123,-4.992,0.038,0.758,0.038,0.000,0.002,0.723,0.038,0.000,0.008
560,-0.7220,3.765,1.718,-5.021,3.243,1.130,-4.980,-1.260,1.673,-5.032,-1.742,1.158,-4.976,0.032,0.762,0.032,0.000,0.020,0.731,0.032,0.000,0.024
561,-0.7089,3.808,1.760,-5.036,3.293,1.181,-4.968,-1.217,1.730,-5.044,-1.691,1.200,-4.965,0.025,0.756,0.025,0.000,0.032,0.732,0.025,0.000,0.035
562,-0.6958,3.847,1.798,-5.036,3.344,1.238,-4.968,-1.171,1.792,-5.046,-1.645,1.243,-4.964,0.012,0.745,0.012,0.000,0.032,0.735,0.012,0.000,0.036
563,-0.6826,3.890,1.843,-5.022,3.390,1.298,-4.978,-1.131,1.849,-5.037,-1.597,1.295,-4.973,0.013,0.735,0.014,0.000,0.022,0.729,0.014,0.000,0.027
564,-0.6693,3.927,1.881,-4.996,3.441,1.368,-4.997,-1.084,1.915,-5.024,-1.552,1.347,-4.987,0.022,0.715,0.024,0.000,0.003,0.726,0.024,0.000,0.013
565,-0.6559,3.968,1.929,-4.969,3.488,1.434,-5.017,-1.043,1.973,-5.006,-1.505,1.407,-5.004,0.028,0.701,0.031,0.000,0.017,0.717,0.031,0.000,0.004
566,-0.6425,3.999,1.967,-4.943,3.539,1.503,-5.035,-0.993,2.041,-4.997,-1.465,1.457,-5.015,0.046,0.684,0.050,0.000,0.035,0.720,0.050,0.000,0.015
567,-0.6290,4.042,2.026,-4.935,3.583,1.555,-5.041,-0.955,2.091,-4.990,-1.419,1.514,-5.022,0.041,0.683,0.045,0.000,0.041,0.714,0.045,0.000,0.022
568,-0.6154,4.074,2.077,-4.944,3.636,1.611,-5.035,-0.908,2.150,-4.992,-1.376,1.565,-5.018,0.047,0.674,0.050,0.000,0.035,0.715,0.050,0.000,0.018
569,-0.6017,4.112,2.138,-4.968,3.684,1.659,-5.018,-0.868,2.201,-5.004,-1.329,1.620,-5.005,0.041,0.673,0.043,0.000,0.018,0.711,0.043,0.000,0.005
570,-0.5880,4.142,2.193,-5.006,3.734,1.710,-4.993,-0.821,2.260,-5.015,-1.289,1.668,-4.990,0.048,0.670,0.048,0.000,0.007,0.717,0.048,0.000,0.010
571,-0.5742,4.177,2.258,-5.034,3.779,1.754,-4.973,-0.781,2.311,-5.029,-1.247,1.721,-4.975,0.042,0.676,0.042,0.000,0.027,0.718,0.042,0.000,0.025
572,-0.5604,4.213,2.325,-5.049,3.826,1.798,-4.961,-0.743,2.360,-5.039,-1.201,1.777,-4.965,0.035,0.682,0.035,0.000,0.039,0.715,0.035,0.000,0.035
