tick,theta,d1_x_cmd,d1_y_cmd,d1_z_cmd,d1_x_act,d1_y_act,d1_z_act,d1_alpha,d1_beta,d1_e_p,d1_e_a,d1_de_p,d2_x_cmd,d2_y_cmd,d2_z_cmd,d2_x_act,d2_y_act,d2_z_act,d2_alpha,d2_beta,d2_e_p,d2_e_a,d2_de_p
454,-1.5433,2.572,-0.002,-5.000,2.544,-0.004,-4.995,0.3035,0.8187,0.0936,0.0020,0.0076,-2.454,-0.021,-5.000,-2.498,-0.032,-4.994,0.3227,0.8090,0.1397,0.0052,0.0065
455,-1.5414,2.577,0.000,-5.000,2.545,-0.001,-4.996,0.3096,0.8135,0.1016,0.0005,0.0080,-2.449,-0.020,-5.000,-2.496,-0.031,-4.994,0.3256,0.8073,0.1462,0.0027,0.0064
456,-1.5395,2.581,0.002,-5.000,2.547,0.002,-4.997,0.3157,0.8086,0.1100,-0.0010,0.0084,-2.444,-0.018,-5.000,-2.492,-0.029,-4.993,0.3264,0.8080,0.1521,-0.0004,0.0059
457,-1.5375,2.586,0.004,-5.000,2.548,0.004,-4.998,0.3204,0.8055,0.1184,-0.0022,0.0084,-2.437,-0.017,-5.000,-2.489,-0.027,-4.993,0.3333,0.8016,0.1588,-0.0030,0.0067
458,-1.5354,2.591,0.006,-5.000,2.551,0.007,-4.998,0.3224,0.8054,0.1264,-0.0035,0.0080,-2.431,-0.016,-5.000,-2.486,-0.025,-4.992,0.3358,0.8006,0.1653,-0.0056,0.0065
459,-1.5332,2.597,0.007,-5.000,2.553,0.009,-4.998,0.3277,0.8015,0.1347,-0.0043,0.0082,-2.424,-0.015,-5.000,-2.482,-0.024,-4.992,0.3415,0.7958,0.1723,-0.0074,0.0070
460,-1.5309,2.604,0.008,-5.000,2.556,0.010,-4.997,0.3350,0.7953,0.1435,-0.0048,0.0088,-2.417,-0.014,-5.000,-2.478,-0.023,-4.991,0.3445,0.7942,0.1792,-0.0085,0.0069
461,-1.5286,2.610,0.008,-5.000,2.559,0.010,-4.995,0.3393,0.7927,0.1523,-0.0048,0.0088,-2.409,-0.013,-5.000,-2.474,-0.022,-4.989,0.3519,0.7874,0.1869,-0.0087,0.0077
462,-1.5262,2.617,0.008,-5.000,2.562,0.010,-4.993,0.3418,0.7919,0.1607,-0.0043,0.0084,-2.401,-0.012,-5.000,-2.470,-0.021,-4.988,0.3558,0.7849,0.1947,-0.0081,0.0077
463,-1.5237,2.625,0.007,-5.000,2.567,0.008,-4.992,0.3453,0.7901,0.1690,-0.0035,0.0083,-2.393,-0.011,-5.000,-2.465,-0.020,-4.987,0.3600,0.7820,0.2025,-0.0067,0.0078
464,-1.5211,2.633,0.007,-5.000,2.572,0.007,-4.991,0.3476,0.7895,0.1770,-0.0023,0.0079,-2.384,-0.010,-5.000,-2.461,-0.019,-4.987,0.3681,0.7748,0.2112,-0.0047,0.0087
465,-1.5184,2.642,0.006,-5.000,2.578,0.005,-4.991,0.3497,0.7890,0.1845,-0.0009,0.0076,-2.375,-0.010,-5.000,-2.456,-0.019,-4.987,0.3720,0.7723,0.2199,-0.0021,0.0087
466,-1.5156,2.652,0.004,-5.000,2.584,0.003,-4.992,0.3537,0.7864,0.1921,0.0005,0.0076,-2.365,-0.010,-5.000,-2.451,-0.020,-4.988,0.3787,0.7670,0.2291,0.0006,0.0092
467,-1.5127,2.662,0.003,-5.000,2.591,-0.000,-4.993,0.3567,0.7849,0.1995,0.0020,0.0074,-2.356,-0.010,-5.000,-2.446,-0.022,-4.990,0.3803,0.7673,0.2377,0.0034,0.0086
468,-1.5098,2.673,0.001,-5.000,2.597,-0.003,-4.994,0.3674,0.7748,0.2084,0.0033,0.0089,-2.345,-0.010,-5.000,-2.439,-0.022,-4.993,0.3852,0.7639,0.2465,0.0057,0.0088
469,-1.5067,2.684,0.000,-5.000,2.603,-0.006,-4.994,0.3757,0.7678,0.2181,0.0044,0.0097,-2.334,-0.009,-5.000,-2.433,-0.022,-4.995,0.3910,0.7594,0.2557,0.0073,0.0092
470,-1.5036,2.696,-0.001,-5.000,2.608,-0.008,-4.994,0.3828,0.7623,0.2283,0.0051,0.0102,-2.324,-0.008,-5.000,-2.426,-0.021,-4.998,0.3893,0.7632,0.2636,0.0084,0.0079
471,-1.5003,2.707,-0.001,-5.000,2.615,-0.009,-4.994,0.3876,0.7594,0.2385,0.0053,0.0102,-2.311,-0.007,-5.000,-2.418,-0.019,-5.001,0.3944,0.7592,0.2718,0.0088,0.0082
472,-1.4970,2.719,-0.001,-5.000,2.620,-0.011,-4.994,0.3956,0.7522,0.2495,0.0051,0.0111,-2.298,-0.005,-5.000,-2.411,-0.017,-5.002,0.4026,0.7521,0.2810,0.0086,0.0092
473,-1.4936,2.731,-0.001,-5.000,2.626,-0.012,-4.995,0.4016,0.7474,0.2609,0.0045,0.0114,-2.285,-0.003,-5.000,-2.404,-0.016,-5.003,0.4107,0.7445,0.2912,0.0079,0.0102
474,-1.4900,2.743,-0.001,-5.000,2.633,-0.013,-4.995,0.4061,0.7448,0.2722,0.0035,0.0113,-2.273,-0.002,-5.000,-2.396,-0.014,-5.004,0.4113,0.7462,0.3006,0.0064,0.0093
475,-1.4864,2.756,-0.001,-5.000,2.640,-0.015,-4.996,0.4120,0.7404,0.2836,0.0023,0.0115,-2.258,0.000,-5.000,-2.388,-0.012,-5.004,0.4209,0.7368,0.3112,0.0045,0.0106
476,-1.4827,2.769,-0.001,-5.000,2.647,-0.016,-4.997,0.4159,0.7387,0.2948,0.0009,0.0112,-2.244,0.002,-5.000,-2.380,-0.010,-5.005,0.4248,0.7346,0.3216,0.0020,0.0104
477,-1.4789,2.783,-0.001,-5.000,2.655,-0.016,-5.000,0.4205,0.7358,0.3059,-0.0006,0.0111,-2.228,0.005,-5.000,-2.373,-0.008,-5.006,0.4349,0.7250,0.3331,-0.0005,0.0115
478,-1.4749,2.797,-0.000,-5.000,2.665,-0.017,-5.003,0.4200,0.7391,0.3158,-0.0021,0.0099,-2.215,0.008,-5.000,-2.364,-0.004,-5.006,0.4360,0.7264,0.3437,-0.0033,0.0107
479,-1.4709,2.814,0.000,-5.000,2.675,-0.018,-5.006,0.4286,0.7312,0.3265,-0.0032,0.0108,-2.196,0.010,-5.000,-2.357,-0.002,-5.007,0.4512,0.7110,0.3562,-0.0054,0.0124
480,-1.4668,2.829,0.000,-5.000,2.686,-0.020,-5.007,0.4301,0.7318,0.3367,-0.0041,0.0101,-2.183,0.012,-5.000,-2.347,0.000,-5.007,0.4485,0.7168,0.3672,-0.0073,0.0110
481,-1.4626,2.846,0.000,-5.000,2.697,-0.022,-5.008,0.4355,0.7277,0.3470,-0.0046,0.0103,-2.165,0.014,-5.000,-2.338,0.002,-5.008,0.4563,0.7101,0.3787,-0.0085,0.0115
482,-1.4582,2.867,0.001,-5.000,2.707,-0.024,-5.008,0.4515,0.7115,0.3592,-0.0046,0.0122,-2.149,0.016,-5.000,-2.327,0.003,-5.008,0.4586,0.7096,0.3897,-0.0089,0.0110
483,-1.4538,2.885,0.001,-5.000,2.717,-0.026,-5.006,0.4565,0.7084,0.3713,-0.0042,0.0121,-2.133,0.017,-5.000,-2.315,0.002,-5.008,0.4576,0.7126,0.3998,-0.0082,0.0101
484,-1.4493,2.903,0.002,-5.000,2.728,-0.029,-5.006,0.4630,0.7034,0.3835,-0.0034,0.0122,-2.108,0.018,-5.000,-2.304,0.001,-5.009,0.4773,0.6928,0.4121,-0.0069,0.0123
485,-1.4446,2.925,0.003,-5.000,2.739,-0.031,-5.005,0.4758,0.6915,0.3966,-0.0023,0.0132,-2.093,0.018,-5.000,-2.291,-0.002,-5.010,0.4706,0.7022,0.4227,-0.0046,0.0106
486,-1.4399,2.945,0.004,-5.000,2.750,-0.033,-5.006,0.4849,0.6840,0.4101,-0.0010,0.0135,-2.070,0.018,-5.000,-2.279,-0.006,-5.011,0.4834,0.6900,0.4343,-0.0019,0.0116
487,-1.4350,2.965,0.005,-5.000,2.761,-0.035,-5.006,0.4913,0.6794,0.4235,0.0003,0.0134,-2.052,0.017,-5.000,-2.264,-0.011,-5.012,0.4818,0.6938,0.4447,0.0013,0.0104
488,-1.4301,2.986,0.006,-5.000,2.773,-0.037,-5.005,0.4964,0.6760,0.4368,0.0017,0.0132,-2.029,0.016,-5.000,-2.250,-0.015,-5.012,0.4903,0.6857,0.4558,0.0040,0.0111
489,-1.4250,3.003,0.006,-5.000,2.787,-0.039,-5.004,0.4924,0.6823,0.4487,0.0030,0.0120,-2.008,0.016,-5.000,-2.233,-0.020,-5.011,0.4904,0.6879,0.4654,0.0065,0.0096
490,-1.4198,3.033,0.010,-5.000,2.800,-0.041,-5.004,0.5151,0.6594,0.4627,0.0040,0.0140,-1.981,0.018,-5.000,-2.219,-0.023,-5.010,0.5048,0.6726,0.4773,0.0080,0.0119
491,-1.4145,3.048,0.010,-5.000,2.815,-0.042,-5.003,0.5021,0.6755,0.4743,0.0048,0.0115,-1.960,0.018,-5.000,-2.202,-0.025,-5.008,0.5044,0.6757,0.4874,0.0090,0.0100
492,-1.4092,3.072,0.012,-5.000,2.831,-0.042,-5.002,0.5090,0.6697,0.4859,0.0050,0.0116,-1.939,0.019,-5.000,-2.182,-0.028,-5.007,0.4989,0.6836,0.4951,0.0092,0.0077
493,-1.4037,3.094,0.015,-5.000,2.849,-0.041,-5.000,0.5064,0.6753,0.4952,0.0047,0.0093,-1.912,0.021,-5.000,-2.162,-0.029,-5.006,0.5066,0.6763,0.5034,0.0086,0.0083
494,-1.3981,3.120,0.019,-5.000,2.867,-0.039,-4.999,0.5135,0.6688,0.5049,0.0039,0.0097,-1.890,0.023,-5.000,-2.140,-0.029,-5.005,0.5005,0.6841,0.5096,0.0071,0.0062
495,-1.3923,3.145,0.024,-5.000,2.886,-0.035,-4.997,0.5163,0.6674,0.5139,0.0027,0.0090,-1.859,0.027,-5.000,-2.119,-0.028,-5.005,0.5141,0.6704,0.5177,0.0053,0.0081
496,-1.3865,3.168,0.029,-5.000,2.908,-0.030,-4.997,0.5106,0.6749,0.5209,0.0011,0.0069,-1.826,0.032,-5.000,-2.100,-0.027,-5.006,0.5310,0.6525,0.5283,0.0034,0.0106
497,-1.3806,3.194,0.035,-5.000,2.931,-0.024,-4.997,0.5108,0.6755,0.5270,-0.0007,0.0062,-1.804,0.035,-5.000,-2.078,-0.026,-5.008,0.5226,0.6638,0.5358,0.0008,0.0076
498,-1.3745,3.229,0.043,-5.000,2.951,-0.018,-4.997,0.5316,0.6536,0.5365,-0.0023,0.0094,-1.776,0.040,-5.000,-2.055,-0.023,-5.010,0.5263,0.6606,0.5432,-0.0018,0.0074
499,-1.3684,3.254,0.049,-5.000,2.973,-0.011,-4.997,0.5291,0.6576,0.5443,-0.0037,0.0079,-1.742,0.046,-5.000,-2.033,-0.021,-5.012,0.5403,0.6460,0.5524,-0.0042,0.0092
500,-1.3621,3.281,0.055,-5.000,2.997,-0.005,-4.997,0.5282,0.6593,0.5512,-0.0050,0.0068,-1.717,0.050,-5.000,-2.010,-0.017,-5.014,0.5376,0.6500,0.5601,-0.0066,0.0077
501,-1.3557,3.322,0.063,-5.000,3.017,-0.001,-4.997,0.5549,0.6299,0.5625,-0.0057,0.0113,-1.678,0.058,-5.000,-1.990,-0.014,-5.014,0.5603,0.6248,0.5714,-0.0083,0.0113
502,-1.3492,3.350,0.070,-5.000,3.039,0.004,-4.997,0.5563,0.6302,0.5726,-0.0060,0.0101,-1.657,0.063,-5.000,-1.965,-0.009,-5.013,0.5471,0.6413,0.5788,-0.0096,0.0073
503,-1.3426,3.377,0.076,-5.000,3.063,0.009,-4.997,0.5524,0.6359,0.5807,-0.0059,0.0081,-1.621,0.070,-5.000,-1.941,-0.005,-5.011,0.5599,0.6280,0.5876,-0.0101,0.0089
504,-1.3359,3.408,0.083,-5.000,3.088,0.014,-4.996,0.5550,0.6340,0.5884,-0.0054,0.0077,-1.595,0.076,-5.000,-1.914,-0.001,-5.009,0.5531,0.6362,0.5942,-0.0096,0.0066
505,-1.3291,3.445,0.091,-5.000,3.112,0.019,-4.996,0.5690,0.6193,0.5977,-0.0045,0.0094,-1.556,0.084,-5.000,-1.889,0.003,-5.006,0.5686,0.6200,0.6029,-0.0084,0.0087
506,-1.3222,3.479,0.098,-5.000,3.137,0.023,-4.996,0.5756,0.6130,0.6072,-0.0033,0.0095,-1.528,0.089,-5.000,-1.861,0.006,-5.004,0.5631,0.6268,0.6096,-0.0062,0.0067
507,-1.3151,3.507,0.104,-5.000,3.165,0.027,-4.996,0.5698,0.6203,0.6146,-0.0018,0.0073,-1.481,0.100,-5.000,-1.837,0.008,-5.004,0.5919,0.5953,0.6209,-0.0040,0.0113
508,-1.3079,3.540,0.111,-5.000,3.194,0.029,-4.997,0.5712,0.6194,0.6213,-0.0001,0.0068,-1.451,0.106,-5.000,-1.810,0.011,-5.004,0.5894,0.5999,0.6303,-0.0015,0.0093
509,-1.3007,3.580,0.119,-5.000,3.223,0.032,-4.998,0.5839,0.6061,0.6296,0.0014,0.0083,-1.423,0.112,-5.000,-1.781,0.015,-5.005,0.5817,0.6089,0.6372,0.0012,0.0069
510,-1.2933,3.615,0.127,-5.000,3.251,0.036,-4.998,0.5880,0.6020,0.6378,0.0027,0.0081,-1.381,0.122,-5.000,-1.753,0.018,-5.005,0.5972,0.5923,0.6462,0.0034,0.0090
511,-1.2858,3.653,0.136,-5.000,3.280,0.040,-4.998,0.5965,0.5931,0.6466,0.0036,0.0088,-1.351,0.128,-5.000,-1.722,0.022,-5.006,0.5901,0.6002,0.6529,0.0054,0.0068
512,-1.2782,3.693,0.146,-5.000,3.308,0.044,-4.998,0.6061,0.5830,0.6561,0.0043,0.0096,-1.307,0.139,-5.000,-1.693,0.026,-5.006,0.6074,0.5817,0.6621,0.0066,0.0091
513,-1.2704,3.723,0.154,-5.000,3.339,0.049,-4.998,0.5991,0.5911,0.6634,0.0047,0.0073,-1.272,0.148,-5.000,-1.662,0.030,-5.006,0.6092,0.5817,0.6703,0.0072,0.0082
514,-1.2626,3.768,0.166,-5.000,3.369,0.054,-4.998,0.6169,0.5742,0.6728,0.0045,0.0094,-1.247,0.154,-5.000,-1.627,0.036,-5.005,0.5909,0.6011,0.6743,0.0070,0.0040
515,-1.2547,3.814,0.179,-5.000,3.397,0.060,-4.997,0.6350,0.5587,0.6842,0.0039,0.0114,-1.192,0.169,-5.000,-1.597,0.041,-5.004,0.6212,0.5736,0.6830,0.0064,0.0087
516,-1.2466,3.834,0.185,-5.000,3.430,0.068,-4.997,0.6099,0.5883,0.6897,0.0029,0.0055,-1.174,0.174,-5.000,-1.559,0.049,-5.003,0.5899,0.6043,0.6852,0.0050,0.0022
517,-1.2384,3.871,0.197,-5.000,3.465,0.077,-4.997,0.6097,0.5902,0.6945,0.0015,0.0048,-1.129,0.187,-5.000,-1.523,0.057,-5.003,0.6013,0.5961,0.6891,0.0030,0.0039
518,-1.2301,3.919,0.212,-5.000,3.499,0.086,-4.998,0.6262,0.5764,0.7014,-0.0002,0.0069,-1.101,0.195,-5.000,-1.483,0.066,-5.004,0.5837,0.6100,0.6894,0.0004,0.0004
519,-1.2217,3.958,0.225,-5.000,3.533,0.097,-4.998,0.6275,0.5772,0.7077,-0.0018,0.0063,-1.039,0.216,-5.000,-1.448,0.076,-5.005,0.6211,0.5795,0.6961,-0.0020,0.0067
520,-1.2132,3.985,0.235,-5.000,3.571,0.108,-4.999,0.6102,0.5932,0.7101,-0.0036,0.0025,-1.022,0.221,-5.000,-1.407,0.087,-5.005,0.5859,0.6100,0.6963,-0.0048,0.0001
521,-1.2046,4.047,0.256,-5.000,3.605,0.118,-4.998,0.6446,0.5633,0.7181,-0.0048,0.0080,-0.968,0.240,-5.000,-1.369,0.097,-5.005,0.6091,0.5916,0.7001,-0.0070,0.0038
522,-1.1959,4.065,0.263,-5.000,3.645,0.129,-4.996,0.6125,0.5925,0.7196,-0.0058,0.0014,-0.935,0.251,-5.000,-1.328,0.108,-5.004,0.5960,0.6012,0.7010,-0.0087,0.0009
523,-1.1870,4.108,0.278,-5.000,3.686,0.140,-4.994,0.6151,0.5909,0.7213,-0.0063,0.0017,-0.879,0.271,-5.000,-1.290,0.118,-5.002,0.6205,0.5826,0.7061,-0.0096,0.0052
524,-1.1781,4.165,0.297,-5.000,3.724,0.149,-4.992,0.6393,0.5718,0.7270,-0.0063,0.0057,-0.833,0.287,-5.000,-1.252,0.128,-5.000,0.6302,0.5752,0.7122,-0.0098,0.0061
525,-1.1690,4.247,0.327,-5.000,3.750,0.155,-4.990,0.7052,0.5014,0.7462,-0.0061,0.0192,-0.748,0.319,-5.000,-1.227,0.134,-4.998,0.7015,0.5036,0.7318,-0.0095,0.0195
526,-1.1598,4.358,0.368,-5.000,3.753,0.156,-4.990,0.8132,0.3637,0.7888,-0.0061,0.0425,-0.658,0.355,-5.000,-1.221,0.135,-4.998,0.7831,0.3870,0.7711,-0.0093,0.0394
527,-1.1506,4.314,0.353,-5.000,3.791,0.165,-4.988,0.6979,0.5382,0.7961,-0.0055,0.0073,-0.687,0.344,-5.000,-1.182,0.145,-4.996,0.6856,0.5440,0.7784,-0.0084,0.0073
528,-1.1412,4.339,0.363,-5.000,3.834,0.175,-4.988,0.6741,0.5606,0.7989,-0.0045,0.0028,-0.643,0.361,-5.000,-1.143,0.154,-4.995,0.6885,0.5436,0.7854,-0.0069,0.0070
