tick,theta,d1_x_cmd,d1_y_cmd,d1_z_cmd,d1_x_act,d1_y_act,d1_z_act,d1_alpha,d1_beta,d1_e_p,d1_e_a,d1_de_p,d2_x_cmd,d2_y_cmd,d2_z_cmd,d2_x_act,d2_y_act,d2_z_act,d2_alpha,d2_beta,d2_e_p,d2_e_a,d2_de_p
448,-1.5529,2.497,0.012,-5.000,2.449,0.017,-4.992,0.3388,0.7903,0.1412,0.0037,0.0098,-2.475,0.002,-5.000,-2.503,0.003,-5.005,0.2992,0.8242,0.0929,0.0062,0.0067
449,-1.5515,2.498,0.010,-5.000,2.446,0.014,-4.991,0.3441,0.7867,0.1511,0.0028,0.0099,-2.473,0.004,-5.000,-2.503,0.005,-5.006,0.3032,0.8210,0.0997,0.0031,0.0068
450,-1.5500,2.499,0.009,-5.000,2.445,0.013,-4.991,0.3431,0.7902,0.1599,0.0017,0.0088,-2.470,0.006,-5.000,-2.502,0.008,-5.008,0.3077,0.8173,0.1068,-0.0001,0.0070
451,-1.5484,2.502,0.008,-5.000,2.445,0.011,-4.992,0.3397,0.7961,0.1672,0.0005,0.0073,-2.466,0.007,-5.000,-2.501,0.010,-5.011,0.3110,0.8156,0.1137,-0.0034,0.0069
452,-1.5468,2.506,0.007,-5.000,2.447,0.010,-4.992,0.3384,0.7996,0.1734,-0.0006,0.0062,-2.462,0.009,-5.000,-2.500,0.013,-5.014,0.3169,0.8106,0.1211,-0.0064,0.0074
453,-1.5451,2.511,0.006,-5.000,2.449,0.009,-4.992,0.3415,0.7977,0.1795,-0.0015,0.0061,-2.458,0.011,-5.000,-2.500,0.015,-5.016,0.3229,0.8058,0.1289,-0.0089,0.0078
454,-1.5433,2.516,0.006,-5.000,2.452,0.008,-4.991,0.3464,0.7936,0.1860,-0.0021,0.0065,-2.454,0.012,-5.000,-2.498,0.017,-5.016,0.3277,0.8024,0.1368,-0.0103,0.0079
455,-1.5414,2.522,0.005,-5.000,2.455,0.006,-4.990,0.3472,0.7944,0.1920,-0.0023,0.0059,-2.449,0.013,-5.000,-2.497,0.019,-5.014,0.3319,0.7997,0.1448,-0.0109,0.0080
456,-1.5395,2.528,0.004,-5.000,2.460,0.004,-4.989,0.3451,0.7984,0.1967,-0.0023,0.0047,-2.444,0.015,-5.000,-2.495,0.021,-5.010,0.3347,0.7984,0.1525,-0.0104,0.0077
457,-1.5375,2.533,0.002,-5.000,2.467,0.001,-4.988,0.3344,0.8097,0.1999,-0.0018,0.0032,-2.439,0.015,-5.000,-2.493,0.022,-5.005,0.3385,0.7960,0.1603,-0.0090,0.0077
458,-1.5354,2.543,-0.001,-5.000,2.474,-0.003,-4.989,0.3398,0.8047,0.2036,-0.0009,0.0037,-2.433,0.016,-5.000,-2.490,0.023,-4.999,0.3411,0.7949,0.1677,-0.0068,0.0075
459,-1.5332,2.553,-0.003,-5.000,2.480,-0.007,-4.989,0.3510,0.7942,0.2085,0.0002,0.0049,-2.426,0.016,-5.000,-2.487,0.022,-4.995,0.3480,0.7888,0.1759,-0.0043,0.0081
460,-1.5309,2.562,-0.007,-5.000,2.486,-0.012,-4.990,0.3540,0.7920,0.2135,0.0013,0.0050,-2.419,0.015,-5.000,-2.484,0.021,-4.991,0.3533,0.7847,0.1843,-0.0011,0.0084
461,-1.5286,2.570,-0.010,-5.000,2.494,-0.018,-4.990,0.3513,0.7954,0.2179,0.0025,0.0044,-2.413,0.014,-5.000,-2.481,0.019,-4.990,0.3576,0.7820,0.1927,0.0019,0.0084
462,-1.5262,2.581,-0.013,-5.000,2.502,-0.023,-4.990,0.3598,0.7877,0.2232,0.0034,0.0053,-2.405,0.013,-5.000,-2.477,0.017,-4.990,0.3582,0.7835,0.2004,0.0051,0.0077
463,-1.5237,2.592,-0.016,-5.000,2.509,-0.028,-4.990,0.3633,0.7850,0.2287,0.0041,0.0055,-2.397,0.012,-5.000,-2.472,0.015,-4.990,0.3619,0.7812,0.2080,0.0075,0.0076
464,-1.5211,2.603,-0.017,-5.000,2.516,-0.031,-4.989,0.3717,0.7769,0.2355,0.0042,0.0067,-2.388,0.011,-5.000,-2.467,0.014,-4.990,0.3646,0.7800,0.2154,0.0092,0.0074
465,-1.5184,2.613,-0.018,-5.000,2.522,-0.034,-4.987,0.3793,0.7698,0.2432,0.0039,0.0078,-2.379,0.011,-5.000,-2.461,0.013,-4.989,0.3688,0.7771,0.2229,0.0102,0.0075
466,-1.5156,2.623,-0.018,-5.000,2.528,-0.034,-4.985,0.3835,0.7669,0.2511,0.0032,0.0079,-2.369,0.010,-5.000,-2.454,0.011,-4.988,0.3707,0.7768,0.2301,0.0106,0.0071
467,-1.5127,2.635,-0.018,-5.000,2.533,-0.034,-4.985,0.3945,0.7566,0.2606,0.0024,0.0095,-2.358,0.009,-5.000,-2.448,0.010,-4.987,0.3797,0.7683,0.2384,0.0103,0.0084
468,-1.5098,2.645,-0.017,-5.000,2.538,-0.034,-4.985,0.3997,0.7529,0.2702,0.0012,0.0097,-2.347,0.009,-5.000,-2.442,0.009,-4.985,0.3823,0.7673,0.2465,0.0091,0.0081
469,-1.5067,2.655,-0.017,-5.000,2.545,-0.035,-4.986,0.4007,0.7537,0.2792,-0.0001,0.0090,-2.336,0.010,-5.000,-2.435,0.009,-4.984,0.3881,0.7625,0.2551,0.0075,0.0086
470,-1.5036,2.666,-0.017,-5.000,2.552,-0.035,-4.987,0.4037,0.7523,0.2880,-0.0012,0.0088,-2.325,0.010,-5.000,-2.427,0.009,-4.983,0.3882,0.7643,0.2628,0.0052,0.0077
471,-1.5003,2.678,-0.016,-5.000,2.561,-0.036,-4.988,0.4018,0.7561,0.2954,-0.0023,0.0074,-2.312,0.010,-5.000,-2.418,0.008,-4.983,0.3923,0.7614,0.2706,0.0024,0.0078
472,-1.4970,2.691,-0.016,-5.000,2.570,-0.036,-4.988,0.4053,0.7537,0.3029,-0.0031,0.0075,-2.298,0.011,-5.000,-2.412,0.009,-4.984,0.4047,0.7494,0.2805,-0.0003,0.0098
473,-1.4936,2.704,-0.016,-5.000,2.581,-0.037,-4.988,0.4027,0.7575,0.3093,-0.0036,0.0064,-2.285,0.012,-5.000,-2.405,0.010,-4.986,0.4123,0.7423,0.2911,-0.0030,0.0107
474,-1.4900,2.719,-0.015,-5.000,2.592,-0.037,-4.987,0.4067,0.7544,0.3159,-0.0038,0.0066,-2.271,0.014,-5.000,-2.400,0.011,-4.988,0.4260,0.7279,0.3037,-0.0052,0.0126
475,-1.4864,2.733,-0.015,-5.000,2.604,-0.037,-4.987,0.4065,0.7556,0.3219,-0.0036,0.0060,-2.257,0.015,-5.000,-2.396,0.013,-4.991,0.4390,0.7151,0.3175,-0.0071,0.0139
476,-1.4827,2.748,-0.014,-5.000,2.618,-0.037,-4.988,0.4029,0.7606,0.3266,-0.0031,0.0047,-2.242,0.017,-5.000,-2.392,0.015,-4.993,0.4519,0.7030,0.3324,-0.0080,0.0149
477,-1.4789,2.767,-0.013,-5.000,2.631,-0.037,-4.989,0.4156,0.7478,0.3335,-0.0023,0.0069,-2.229,0.018,-5.000,-2.388,0.016,-4.994,0.4581,0.6997,0.3470,-0.0083,0.0146
478,-1.4749,2.782,-0.013,-5.000,2.646,-0.037,-4.991,0.4077,0.7576,0.3381,-0.0012,0.0046,-2.215,0.019,-5.000,-2.383,0.015,-4.995,0.4645,0.6959,0.3613,-0.0080,0.0143
479,-1.4709,2.801,-0.012,-5.000,2.661,-0.039,-4.993,0.4151,0.7504,0.3437,0.0001,0.0057,-2.201,0.019,-5.000,-2.376,0.014,-4.995,0.4659,0.6978,0.3747,-0.0068,0.0134
480,-1.4668,2.818,-0.013,-5.000,2.678,-0.041,-4.996,0.4121,0.7548,0.3482,0.0016,0.0045,-2.186,0.019,-5.000,-2.368,0.011,-4.995,0.4715,0.6945,0.3879,-0.0050,0.0132
481,-1.4626,2.840,-0.012,-5.000,2.693,-0.043,-4.998,0.4219,0.7448,0.3543,0.0029,0.0061,-2.174,0.018,-5.000,-2.358,0.008,-4.995,0.4626,0.7070,0.3988,-0.0027,0.0110
482,-1.4582,2.860,-0.012,-5.000,2.708,-0.044,-5.000,0.4306,0.7363,0.3620,0.0039,0.0077,-2.158,0.017,-5.000,-2.346,0.004,-4.995,0.4609,0.7108,0.4086,-0.0005,0.0098
483,-1.4538,2.877,-0.012,-5.000,2.726,-0.045,-5.001,0.4216,0.7478,0.3666,0.0047,0.0046,-2.139,0.015,-5.000,-2.333,-0.001,-4.995,0.4659,0.7070,0.4185,0.0013,0.0098
484,-1.4493,2.897,-0.010,-5.000,2.744,-0.045,-5.000,0.4233,0.7468,0.3710,0.0050,0.0044,-2.124,0.013,-5.000,-2.317,-0.006,-4.996,0.4558,0.7196,0.4250,0.0032,0.0065
485,-1.4446,2.920,-0.007,-5.000,2.761,-0.043,-4.998,0.4326,0.7371,0.3773,0.0049,0.0063,-2.103,0.013,-5.000,-2.299,-0.011,-4.995,0.4593,0.7170,0.4316,0.0045,0.0066
486,-1.4399,2.942,-0.004,-5.000,2.777,-0.040,-4.996,0.4380,0.7321,0.3843,0.0045,0.0070,-2.083,0.012,-5.000,-2.279,-0.015,-4.995,0.4545,0.7239,0.4358,0.0052,0.0042
487,-1.4350,2.963,0.001,-5.000,2.794,-0.035,-4.994,0.4404,0.7307,0.3910,0.0037,0.0068,-2.059,0.012,-5.000,-2.260,-0.018,-4.995,0.4597,0.7181,0.4412,0.0054,0.0055
488,-1.4301,2.987,0.007,-5.000,2.809,-0.028,-4.994,0.4542,0.7168,0.4002,0.0026,0.0092,-2.037,0.012,-5.000,-2.238,-0.021,-4.995,0.4590,0.7205,0.4453,0.0050,0.0041
489,-1.4250,3.008,0.014,-5.000,2.824,-0.019,-4.995,0.4563,0.7162,0.4088,0.0010,0.0086,-2.008,0.013,-5.000,-2.220,-0.022,-4.996,0.4742,0.7042,0.4528,0.0043,0.0074
490,-1.4198,3.036,0.021,-5.000,2.837,-0.012,-4.997,0.4807,0.6908,0.4209,-0.0005,0.0121,-1.989,0.014,-5.000,-2.198,-0.024,-4.997,0.4658,0.7144,0.4574,0.0031,0.0047
491,-1.4145,3.054,0.027,-5.000,2.851,-0.003,-5.001,0.4760,0.6977,0.4317,-0.0023,0.0107,-1.960,0.017,-5.000,-2.178,-0.024,-4.998,0.4782,0.7018,0.4643,0.0018,0.0069
492,-1.4092,3.083,0.034,-5.000,2.864,0.004,-5.003,0.4975,0.6761,0.4445,-0.0038,0.0129,-1.937,0.019,-5.000,-2.157,-0.023,-5.000,0.4761,0.7049,0.4700,0.0003,0.0057
493,-1.4037,3.107,0.040,-5.000,2.878,0.009,-5.005,0.5034,0.6715,0.4574,-0.0051,0.0129,-1.908,0.023,-5.000,-2.137,-0.022,-5.001,0.4887,0.6925,0.4776,-0.0011,0.0076
494,-1.3981,3.133,0.045,-5.000,2.892,0.014,-5.005,0.5156,0.6601,0.4710,-0.0059,0.0136,-1.885,0.026,-5.000,-2.115,-0.019,-5.002,0.4837,0.6986,0.4834,-0.0025,0.0058
495,-1.3923,3.172,0.051,-5.000,2.904,0.016,-5.004,0.5548,0.6215,0.4881,-0.0062,0.0171,-1.852,0.032,-5.000,-2.096,-0.017,-5.003,0.5046,0.6769,0.4927,-0.0034,0.0093
496,-1.3865,3.180,0.054,-5.000,2.919,0.020,-5.002,0.5247,0.6539,0.5011,-0.0062,0.0130,-1.828,0.035,-5.000,-2.074,-0.014,-5.002,0.5024,0.6808,0.5004,-0.0040,0.0077
497,-1.3806,3.205,0.058,-5.000,2.936,0.023,-4.999,0.5276,0.6526,0.5135,-0.0057,0.0124,-1.802,0.039,-5.000,-2.051,-0.013,-5.002,0.5028,0.6815,0.5073,-0.0042,0.0069
498,-1.3745,3.234,0.063,-5.000,2.953,0.025,-4.998,0.5374,0.6430,0.5266,-0.0048,0.0131,-1.768,0.044,-5.000,-2.030,-0.012,-5.002,0.5198,0.6637,0.5168,-0.0038,0.0095
499,-1.3684,3.259,0.067,-5.000,2.973,0.026,-4.998,0.5366,0.6475,0.5372,-0.0035,0.0106,-1.741,0.048,-5.000,-2.008,-0.011,-5.003,0.5197,0.6653,0.5252,-0.0029,0.0083
500,-1.3621,3.290,0.071,-5.000,2.994,0.026,-5.000,0.5465,0.6377,0.5485,-0.0020,0.0114,-1.706,0.053,-5.000,-1.987,-0.012,-5.004,0.5373,0.6465,0.5361,-0.0018,0.0109
501,-1.3557,3.316,0.074,-5.000,3.016,0.026,-5.002,0.5440,0.6428,0.5578,-0.0003,0.0093,-1.678,0.056,-5.000,-1.964,-0.012,-5.006,0.5377,0.6481,0.5456,-0.0005,0.0095
502,-1.3492,3.353,0.080,-5.000,3.037,0.025,-5.004,0.5628,0.6218,0.5700,0.0012,0.0122,-1.641,0.063,-5.000,-1.944,-0.011,-5.008,0.5582,0.6246,0.5588,0.0007,0.0132
503,-1.3426,3.378,0.083,-5.000,3.061,0.025,-5.006,0.5569,0.6309,0.5792,0.0025,0.0092,-1.617,0.067,-5.000,-1.920,-0.009,-5.010,0.5508,0.6364,0.5682,0.0018,0.0094
504,-1.3359,3.402,0.087,-5.000,3.089,0.026,-5.007,0.5440,0.6457,0.5850,0.0036,0.0058,-1.581,0.074,-5.000,-1.897,-0.007,-5.012,0.5629,0.6237,0.5788,0.0026,0.0107
505,-1.3291,3.430,0.091,-5.000,3.119,0.028,-5.006,0.5379,0.6517,0.5892,0.0043,0.0041,-1.557,0.079,-5.000,-1.871,-0.003,-5.013,0.5535,0.6356,0.5864,0.0031,0.0076
506,-1.3222,3.475,0.099,-5.000,3.146,0.029,-5.005,0.5629,0.6262,0.5973,0.0045,0.0081,-1.521,0.087,-5.000,-1.845,0.001,-5.013,0.5633,0.6256,0.5949,0.0031,0.0085
507,-1.3151,3.502,0.104,-5.000,3.176,0.032,-5.002,0.5548,0.6353,0.6031,0.0045,0.0058,-1.482,0.097,-5.000,-1.820,0.006,-5.013,0.5778,0.6101,0.6052,0.0027,0.0103
508,-1.3079,3.533,0.110,-5.000,3.207,0.036,-4.999,0.5503,0.6399,0.6075,0.0042,0.0044,-1.462,0.102,-5.000,-1.790,0.013,-5.013,0.5577,0.6328,0.6106,0.0018,0.0054
509,-1.3007,3.577,0.121,-5.000,3.236,0.041,-4.997,0.5701,0.6199,0.6149,0.0034,0.0074,-1.419,0.113,-5.000,-1.763,0.020,-5.014,0.5753,0.6148,0.6185,0.0007,0.0079
510,-1.2933,3.613,0.131,-5.000,3.264,0.049,-4.996,0.5759,0.6142,0.6225,0.0022,0.0076,-1.392,0.120,-5.000,-1.732,0.028,-5.014,0.5654,0.6255,0.6239,-0.0007,0.0053
511,-1.2858,3.642,0.140,-5.000,3.294,0.059,-4.995,0.5686,0.6223,0.6279,0.0003,0.0055,-1.350,0.132,-5.000,-1.703,0.036,-5.014,0.5797,0.6107,0.6311,-0.0020,0.0073
512,-1.2782,3.679,0.151,-5.000,3.325,0.069,-4.996,0.5732,0.6176,0.6336,-0.0018,0.0057,-1.323,0.140,-5.000,-1.670,0.045,-5.014,0.5667,0.6239,0.6354,-0.0033,0.0042
513,-1.2704,3.723,0.164,-5.000,3.354,0.078,-4.996,0.5904,0.5995,0.6418,-0.0036,0.0081,-1.279,0.152,-5.000,-1.639,0.053,-5.014,0.5830,0.6075,0.6420,-0.0042,0.0067
514,-1.2626,3.761,0.175,-5.000,3.384,0.087,-4.996,0.5952,0.5946,0.6499,-0.0050,0.0081,-1.250,0.160,-5.000,-1.605,0.060,-5.013,0.5701,0.6200,0.6457,-0.0048,0.0037
515,-1.2547,3.799,0.187,-5.000,3.414,0.095,-4.995,0.6017,0.5879,0.6583,-0.0060,0.0084,-1.196,0.175,-5.000,-1.574,0.066,-5.012,0.6010,0.5885,0.6544,-0.0050,0.0087
516,-1.2466,3.830,0.197,-5.000,3.447,0.104,-4.993,0.5934,0.5972,0.6644,-0.0066,0.0060,-1.176,0.180,-5.000,-1.537,0.072,-5.011,0.5726,0.6167,0.6572,-0.0049,0.0028
517,-1.2384,3.879,0.211,-5.000,3.478,0.111,-4.990,0.6133,0.5779,0.6730,-0.0066,0.0086,-1.128,0.194,-5.000,-1.502,0.079,-5.009,0.5900,0.6004,0.6628,-0.0044,0.0056
518,-1.2301,3.908,0.220,-5.000,3.513,0.120,-4.987,0.6008,0.5931,0.6784,-0.0062,0.0054,-1.098,0.202,-5.000,-1.464,0.086,-5.009,0.5766,0.6127,0.6653,-0.0035,0.0025
519,-1.2217,3.958,0.235,-5.000,3.546,0.127,-4.986,0.6201,0.5763,0.6863,-0.0053,0.0080,-1.049,0.217,-5.000,-1.427,0.093,-5.009,0.5935,0.5981,0.6704,-0.0025,0.0052
520,-1.2132,4.011,0.251,-5.000,3.577,0.133,-4.985,0.6443,0.5546,0.6975,-0.0043,0.0111,-0.998,0.233,-5.000,-1.393,0.100,-5.010,0.6150,0.5791,0.6785,-0.0014,0.0081
521,-1.2046,4.034,0.259,-5.000,3.614,0.140,-4.986,0.6216,0.5814,0.7033,-0.0028,0.0058,-0.977,0.238,-5.000,-1.352,0.108,-5.012,0.5836,0.6089,0.6802,-0.0000,0.0016
522,-1.1959,4.086,0.275,-5.000,3.649,0.145,-4.988,0.6408,0.5651,0.7115,-0.0014,0.0082,-0.925,0.255,-5.000,-1.314,0.116,-5.014,0.6022,0.5944,0.6849,0.0013,0.0047
523,-1.1870,4.127,0.288,-5.000,3.685,0.151,-4.991,0.6431,0.5659,0.7190,-0.0000,0.0076,-0.893,0.266,-5.000,-1.272,0.125,-5.015,0.5881,0.6061,0.6864,0.0025,0.0016
524,-1.1781,4.157,0.298,-5.000,3.726,0.158,-4.995,0.6277,0.5820,0.7231,0.0013,0.0041,-0.839,0.285,-5.000,-1.233,0.136,-5.015,0.6095,0.5892,0.6916,0.0033,0.0052
525,-1.1690,4.210,0.315,-5.000,3.764,0.164,-4.998,0.6443,0.5682,0.7294,0.0022,0.0063,-0.804,0.298,-5.000,-1.192,0.148,-5.014,0.5994,0.5987,0.6943,0.0038,0.0027
526,-1.1598,4.254,0.331,-5.000,3.803,0.172,-5.000,0.6495,0.5653,0.7359,0.0029,0.0064,-0.735,0.325,-5.000,-1.158,0.158,-5.012,0.6454,0.5567,0.7045,0.0039,0.0102
527,-1.1506,4.298,0.347,-5.000,3.843,0.180,-5.001,0.6533,0.5637,0.7421,0.0031,0.0063,-0.711,0.335,-5.000,-1.118,0.172,-5.009,0.6186,0.5859,0.7089,0.0036,0.0044
528,-1.1412,4.328,0.358,-5.000,3.887,0.191,-5.001,0.6348,0.5806,0.7443,0.0030,0.0022,-0.653,0.359,-5.000,-1.082,0.184,-5.007,0.6457,0.5621,0.7172,0.0028,0.0083
529,-1.1317,4.383,0.380,-5.000,3.928,0.202,-5.001,0.6525,0.5669,0.7494,0.0026,0.0051,-0.618,0.374,-5.000,-1.043,0.200,-5.006,0.6352,0.5749,0.7228,0.0015,0.0056
