tick,theta,d1_x_cmd,d1_y_cmd,d1_z_cmd,d1_x_act,d1_y_act,d1_z_act,d1_alpha,d1_beta,d1_e_p,d1_e_a,d1_de_p,d2_x_cmd,d2_y_cmd,d2_z_cmd,d2_x_act,d2_y_act,d2_z_act,d2_alpha,d2_beta,d2_e_p,d2_e_a,d2_de_p
525,-1.5036,2.675,0.014,-5.000,2.571,0.016,-5.013,0.3939,0.7583,0.2647,-0.0076,0.0089,-2.373,0.017,-5.000,-2.546,0.023,-5.065,0.4513,0.7164,0.3818,-0.0117,0.0104
526,-1.5003,2.688,0.023,-5.000,2.578,0.030,-5.027,0.4011,0.7523,0.2743,-0.0120,0.0096,-2.360,0.023,-5.000,-2.540,0.033,-5.075,0.4592,0.7093,0.3927,-0.0168,0.0109
527,-1.4970,2.701,0.026,-5.000,2.584,0.035,-5.032,0.4111,0.7422,0.2853,-0.0144,0.0110,-2.350,0.028,-5.000,-2.532,0.040,-5.080,0.4555,0.7154,0.4020,-0.0209,0.0093
528,-1.4936,2.712,0.028,-5.000,2.591,0.037,-5.027,0.4111,0.7451,0.2952,-0.0151,0.0099,-2.336,0.029,-5.000,-2.524,0.042,-5.079,0.4581,0.7142,0.4109,-0.0228,0.0089
529,-1.4900,2.726,0.029,-5.000,2.599,0.038,-5.014,0.4158,0.7417,0.3052,-0.0146,0.0100,-2.324,0.030,-5.000,-2.514,0.041,-5.071,0.4568,0.7171,0.4185,-0.0229,0.0076
530,-1.4864,2.739,0.031,-5.000,2.608,0.040,-4.997,0.4165,0.7431,0.3144,-0.0130,0.0092,-2.307,0.030,-5.000,-2.505,0.040,-5.060,0.4632,0.7114,0.4266,-0.0217,0.0081
531,-1.4827,2.754,0.032,-5.000,2.616,0.042,-4.985,0.4271,0.7326,0.3250,-0.0109,0.0106,-2.292,0.030,-5.000,-2.494,0.038,-5.051,0.4666,0.7091,0.4346,-0.0193,0.0080
532,-1.4789,2.767,0.032,-5.000,2.625,0.039,-4.977,0.4256,0.7366,0.3343,-0.0077,0.0094,-2.276,0.028,-5.000,-2.483,0.034,-5.046,0.4688,0.7081,0.4421,-0.0158,0.0075
533,-1.4749,2.781,0.028,-5.000,2.637,0.032,-4.976,0.4225,0.7418,0.3421,-0.0035,0.0078,-2.258,0.024,-5.000,-2.472,0.025,-5.049,0.4753,0.7023,0.4502,-0.0112,0.0080
534,-1.4709,2.798,0.023,-5.000,2.648,0.021,-4.982,0.4289,0.7362,0.3506,0.0010,0.0085,-2.240,0.017,-5.000,-2.459,0.010,-5.059,0.4773,0.7016,0.4577,-0.0047,0.0075
535,-1.4668,2.815,0.017,-5.000,2.661,0.009,-4.992,0.4313,0.7350,0.3588,0.0056,0.0082,-2.218,0.011,-5.000,-2.447,-0.006,-5.072,0.4924,0.6862,0.4675,0.0012,0.0098
536,-1.4626,2.833,0.010,-5.000,2.675,-0.004,-5.004,0.4321,0.7354,0.3664,0.0102,0.0076,-2.200,0.002,-5.000,-2.433,-0.024,-5.088,0.4917,0.6886,0.4760,0.0074,0.0085
537,-1.4582,2.854,0.006,-5.000,2.689,-0.014,-5.011,0.4427,0.7251,0.3756,0.0138,0.0092,-2.177,-0.002,-5.000,-2.420,-0.036,-5.100,0.5039,0.6759,0.4861,0.0119,0.0101
538,-1.4538,2.873,0.004,-5.000,2.702,-0.020,-5.014,0.4486,0.7200,0.3853,0.0162,0.0096,-2.160,-0.003,-5.000,-2.405,-0.040,-5.106,0.5015,0.6803,0.4945,0.0154,0.0084
539,-1.4493,2.894,0.004,-5.000,2.715,-0.024,-5.011,0.4566,0.7128,0.3955,0.0175,0.0103,-2.139,-0.000,-5.000,-2.391,-0.039,-5.100,0.5082,0.6740,0.5033,0.0166,0.0088
540,-1.4446,2.913,0.004,-5.000,2.729,-0.026,-4.999,0.4594,0.7115,0.4055,0.0176,0.0099,-2.117,0.002,-5.000,-2.377,-0.037,-5.086,0.5145,0.6684,0.5123,0.0165,0.0090
541,-1.4399,2.939,0.006,-5.000,2.741,-0.028,-4.987,0.4813,0.6891,0.4180,0.0169,0.0125,-2.095,0.004,-5.000,-2.362,-0.037,-5.069,0.5180,0.6659,0.5209,0.0154,0.0086
542,-1.4350,2.958,0.008,-5.000,2.753,-0.028,-4.976,0.4830,0.6892,0.4299,0.0154,0.0119,-2.073,0.006,-5.000,-2.346,-0.038,-5.054,0.5210,0.6639,0.5291,0.0135,0.0082
543,-1.4301,2.976,0.011,-5.000,2.767,-0.026,-4.969,0.4822,0.6920,0.4410,0.0125,0.0111,-2.055,0.009,-5.000,-2.327,-0.035,-5.044,0.5143,0.6722,0.5351,0.0104,0.0060
544,-1.4250,2.997,0.017,-5.000,2.781,-0.017,-4.970,0.4853,0.6909,0.4514,0.0082,0.0104,-2.029,0.015,-5.000,-2.310,-0.028,-5.041,0.5225,0.6644,0.5419,0.0065,0.0068
545,-1.4198,3.020,0.027,-5.000,2.794,-0.003,-4.978,0.4928,0.6843,0.4621,0.0032,0.0108,-2.007,0.022,-5.000,-2.291,-0.017,-5.045,0.5239,0.6638,0.5482,0.0011,0.0063
546,-1.4145,3.040,0.039,-5.000,2.809,0.018,-4.995,0.4923,0.6870,0.4714,-0.0031,0.0092,-1.984,0.030,-5.000,-2.272,-0.004,-5.053,0.5242,0.6638,0.5539,-0.0049,0.0057
547,-1.4092,3.067,0.052,-5.000,2.822,0.038,-5.011,0.5074,0.6708,0.4831,-0.0082,0.0117,-1.958,0.039,-5.000,-2.252,0.009,-5.063,0.5276,0.6604,0.5597,-0.0109,0.0057
548,-1.4037,3.096,0.062,-5.000,2.836,0.054,-5.023,0.5257,0.6520,0.4965,-0.0122,0.0134,-1.938,0.046,-5.000,-2.229,0.021,-5.071,0.5198,0.6680,0.5634,-0.0163,0.0038
549,-1.3981,3.125,0.069,-5.000,2.849,0.062,-5.027,0.5400,0.6379,0.5107,-0.0146,0.0143,-1.905,0.053,-5.000,-2.208,0.028,-5.073,0.5348,0.6531,0.5695,-0.0198,0.0061
550,-1.3923,3.153,0.073,-5.000,2.862,0.064,-5.019,0.5535,0.6246,0.5257,-0.0151,0.0150,-1.879,0.058,-5.000,-2.186,0.033,-5.069,0.5345,0.6536,0.5749,-0.0219,0.0054
551,-1.3865,3.173,0.076,-5.000,2.877,0.066,-5.002,0.5496,0.6302,0.5396,-0.0145,0.0139,-1.849,0.064,-5.000,-2.163,0.039,-5.057,0.5419,0.6463,0.5811,-0.0222,0.0061
552,-1.3806,3.198,0.081,-5.000,2.893,0.069,-4.984,0.5527,0.6292,0.5525,-0.0131,0.0129,-1.814,0.070,-5.000,-2.143,0.045,-5.045,0.5597,0.6275,0.5898,-0.0211,0.0087
553,-1.3745,3.231,0.085,-5.000,2.908,0.071,-4.972,0.5686,0.6119,0.5671,-0.0113,0.0146,-1.782,0.076,-5.000,-2.122,0.049,-5.036,0.5692,0.6179,0.5992,-0.0190,0.0095
554,-1.3684,3.255,0.087,-5.000,2.927,0.068,-4.966,0.5669,0.6180,0.5790,-0.0084,0.0119,-1.752,0.080,-5.000,-2.102,0.050,-5.031,0.5768,0.6106,0.6090,-0.0160,0.0097
555,-1.3621,3.279,0.087,-5.000,2.950,0.058,-4.967,0.5623,0.6257,0.5882,-0.0045,0.0092,-1.722,0.082,-5.000,-2.079,0.046,-5.035,0.5809,0.6074,0.6183,-0.0113,0.0093
556,-1.3557,3.315,0.086,-5.000,2.972,0.046,-4.975,0.5754,0.6122,0.5988,0.0002,0.0106,-1.683,0.083,-5.000,-2.058,0.035,-5.045,0.5995,0.5870,0.6302,-0.0057,0.0119
557,-1.3492,3.342,0.083,-5.000,2.998,0.030,-4.987,0.5730,0.6159,0.6077,0.0053,0.0089,-1.650,0.082,-5.000,-2.035,0.021,-5.061,0.6076,0.5796,0.6421,0.0003,0.0119
558,-1.3426,3.380,0.083,-5.000,3.023,0.017,-4.998,0.5869,0.6004,0.6183,0.0096,0.0106,-1.623,0.080,-5.000,-2.009,0.006,-5.078,0.6025,0.5864,0.6515,0.0063,0.0094
559,-1.3359,3.406,0.083,-5.000,3.051,0.007,-5.006,0.5794,0.6097,0.6263,0.0134,0.0080,-1.582,0.084,-5.000,-1.985,-0.004,-5.090,0.6217,0.5650,0.6637,0.0105,0.0122
560,-1.3291,3.441,0.086,-5.000,3.078,0.002,-5.008,0.5869,0.6017,0.6349,0.0158,0.0085,-1.561,0.085,-5.000,-1.957,-0.008,-5.094,0.6062,0.5850,0.6712,0.0138,0.0075
561,-1.3222,3.479,0.092,-5.000,3.105,0.000,-5.004,0.5975,0.5903,0.6444,0.0170,0.0095,-1.523,0.092,-5.000,-1.930,-0.007,-5.087,0.6159,0.5767,0.6794,0.0156,0.0082
562,-1.3151,3.497,0.093,-5.000,3.137,-0.000,-4.994,0.5733,0.6160,0.6486,0.0173,0.0042,-1.489,0.098,-5.000,-1.901,-0.007,-5.073,0.6196,0.5759,0.6871,0.0159,0.0077
563,-1.3079,3.532,0.099,-5.000,3.169,0.001,-4.983,0.5762,0.6131,0.6528,0.0162,0.0042,-1.461,0.102,-5.000,-1.870,-0.007,-5.057,0.6106,0.5869,0.6924,0.0150,0.0053
564,-1.3007,3.574,0.109,-5.000,3.200,0.004,-4.975,0.5899,0.5999,0.6589,0.0139,0.0061,-1.426,0.109,-5.000,-1.838,-0.005,-5.044,0.6126,0.5869,0.6973,0.0129,0.0049
565,-1.2933,3.615,0.120,-5.000,3.228,0.011,-4.973,0.6032,0.5874,0.6665,0.0112,0.0076,-1.375,0.123,-5.000,-1.811,0.002,-5.039,0.6403,0.5623,0.7062,0.0101,0.0089
566,-1.2858,3.629,0.126,-5.000,3.263,0.025,-4.978,0.5693,0.6173,0.6672,0.0068,0.0007,-1.353,0.131,-5.000,-1.780,0.015,-5.039,0.6228,0.5824,0.7111,0.0058,0.0049
567,-1.2782,3.670,0.142,-5.000,3.294,0.044,-4.990,0.5799,0.6100,0.6697,0.0019,0.0025,-1.330,0.142,-5.000,-1.747,0.033,-5.046,0.6053,0.5974,0.7122,-0.0001,0.0011
568,-1.2704,3.708,0.159,-5.000,3.325,0.067,-5.007,0.5851,0.6061,0.6728,-0.0036,0.0031,-1.286,0.159,-5.000,-1.716,0.053,-5.056,0.6189,0.5870,0.7156,-0.0063,0.0034
569,-1.2626,3.741,0.175,-5.000,3.358,0.091,-5.026,0.5810,0.6089,0.6747,-0.0091,0.0019,-1.248,0.174,-5.000,-1.684,0.073,-5.066,0.6227,0.5840,0.7192,-0.0121,0.0036
570,-1.2547,3.784,0.191,-5.000,3.390,0.109,-5.039,0.5923,0.6000,0.6784,-0.0132,0.0037,-1.208,0.190,-5.000,-1.652,0.093,-5.073,0.6280,0.5798,0.7233,-0.0171,0.0041
571,-1.2466,3.846,0.208,-5.000,3.419,0.118,-5.042,0.6334,0.5615,0.6887,-0.0153,0.0103,-1.178,0.204,-5.000,-1.617,0.112,-5.075,0.6190,0.5867,0.7252,-0.0209,0.0019
572,-1.2384,3.876,0.218,-5.000,3.452,0.125,-5.035,0.6239,0.5747,0.6960,-0.0162,0.0073,-1.126,0.221,-5.000,-1.585,0.128,-5.070,0.6407,0.5696,0.7307,-0.0229,0.0055
573,-1.2301,3.903,0.227,-5.000,3.488,0.133,-5.019,0.6074,0.5917,0.6995,-0.0156,0.0036,-1.086,0.236,-5.000,-1.551,0.143,-5.060,0.6439,0.5682,0.7361,-0.0234,0.0053
574,-1.2217,3.963,0.244,-5.000,3.520,0.141,-5.005,0.6417,0.5612,0.7084,-0.0145,0.0088,-1.046,0.251,-5.000,-1.517,0.157,-5.047,0.6487,0.5656,0.7415,-0.0224,0.0055
575,-1.2132,3.982,0.251,-5.000,3.559,0.149,-4.991,0.6122,0.5906,0.7111,-0.0126,0.0027,-1.014,0.264,-5.000,-1.480,0.171,-5.036,0.6389,0.5753,0.7446,-0.0199,0.0031
576,-1.2046,4.038,0.266,-5.000,3.596,0.152,-4.985,0.6362,0.5711,0.7176,-0.0099,0.0065,-0.956,0.280,-5.000,-1.446,0.179,-5.032,0.6650,0.5540,0.7517,-0.0163,0.0071
577,-1.1959,4.084,0.278,-5.000,3.633,0.151,-4.985,0.6468,0.5636,0.7250,-0.0060,0.0074,-0.918,0.291,-5.000,-1.408,0.180,-5.036,0.6635,0.5581,0.7577,-0.0115,0.0060
578,-1.1870,4.124,0.287,-5.000,3.674,0.146,-4.991,0.6453,0.5681,0.7313,-0.0010,0.0063,-0.852,0.307,-5.000,-1.373,0.174,-5.047,0.6993,0.5263,0.7689,-0.0062,0.0112
579,-1.1781,4.173,0.298,-5.000,3.715,0.141,-5.002,0.6563,0.5593,0.7386,0.0043,0.0073,-0.795,0.321,-5.000,-1.341,0.165,-5.062,0.7239,0.5014,0.7844,-0.0007,0.0155
580,-1.1690,4.231,0.315,-5.000,3.753,0.137,-5.012,0.6800,0.5382,0.7489,0.0087,0.0103,-0.751,0.333,-5.000,-1.305,0.156,-5.079,0.7291,0.5060,0.7976,0.0047,0.0132
581,-1.1598,4.261,0.323,-5.000,3.796,0.138,-5.019,0.6636,0.5570,0.7552,0.0126,0.0064,-0.716,0.342,-5.000,-1.265,0.151,-5.093,0.7201,0.5196,0.8075,0.0096,0.0099
582,-1.1506,4.325,0.346,-5.000,3.832,0.142,-5.020,0.6965,0.5272,0.7662,0.0149,0.0110,-0.665,0.360,-5.000,-1.229,0.154,-5.097,0.7328,0.5100,0.8183,0.0130,0.0109
583,-1.1412,4.340,0.350,-5.000,3.877,0.149,-5.014,0.6568,0.5666,0.7692,0.0165,0.0030,-0.643,0.368,-5.000,-1.187,0.161,-5.090,0.7065,0.5374,0.8238,0.0151,0.0055
584,-1.1317,4.396,0.372,-5.000,3.918,0.158,-5.002,0.6748,0.5523,0.7750,0.0167,0.0058,-0.602,0.384,-5.000,-1.144,0.169,-5.076,0.7047,0.5401,0.8284,0.0156,0.0045
