tick,theta,d1_x_cmd,d1_y_cmd,d1_z_cmd,d1_x_act,d1_y_act,d1_z_act,d1_alpha,d1_beta,d1_e_p,d1_e_a,d1_de_p,d2_x_cmd,d2_y_cmd,d2_z_cmd,d2_x_act,d2_y_act,d2_z_act,d2_alpha,d2_beta,d2_e_p,d2_e_a,d2_de_p
467,-1.5127,2.651,0.008,-5.000,2.565,0.007,-4.998,0.3815,0.7631,0.2256,0.0049,0.0102,-2.349,0.006,-5.000,-2.434,0.004,-5.011,0.3784,0.7662,0.2244,-0.0046,0.0096
468,-1.5098,2.660,0.010,-5.000,2.570,0.010,-4.998,0.3826,0.7641,0.2351,0.0027,0.0094,-2.340,0.006,-5.000,-2.428,0.005,-5.010,0.3789,0.7679,0.2332,-0.0044,0.0088
469,-1.5067,2.671,0.012,-5.000,2.575,0.014,-4.998,0.3889,0.7592,0.2449,0.0008,0.0098,-2.329,0.007,-5.000,-2.422,0.005,-5.009,0.3858,0.7622,0.2426,-0.0039,0.0094
470,-1.5036,2.682,0.014,-5.000,2.581,0.016,-4.999,0.3962,0.7534,0.2554,-0.0006,0.0104,-2.318,0.006,-5.000,-2.415,0.003,-5.008,0.3858,0.7642,0.2510,-0.0029,0.0085
471,-1.5003,2.693,0.016,-5.000,2.586,0.018,-5.000,0.4002,0.7510,0.2657,-0.0015,0.0104,-2.306,0.006,-5.000,-2.407,0.002,-5.009,0.3906,0.7607,0.2597,-0.0017,0.0087
472,-1.4970,2.704,0.018,-5.000,2.594,0.020,-5.000,0.3990,0.7547,0.2747,-0.0020,0.0090,-2.294,0.005,-5.000,-2.399,-0.000,-5.011,0.3936,0.7592,0.2682,-0.0003,0.0085
473,-1.4936,2.717,0.019,-5.000,2.601,0.021,-4.999,0.4059,0.7489,0.2844,-0.0021,0.0097,-2.281,0.004,-5.000,-2.390,-0.003,-5.013,0.3967,0.7576,0.2765,0.0012,0.0083
474,-1.4900,2.729,0.020,-5.000,2.611,0.022,-4.998,0.4041,0.7528,0.2928,-0.0017,0.0083,-2.267,0.003,-5.000,-2.380,-0.005,-5.015,0.3986,0.7572,0.2843,0.0026,0.0079
475,-1.4864,2.744,0.020,-5.000,2.619,0.021,-4.997,0.4133,0.7442,0.3024,-0.0008,0.0096,-2.253,0.003,-5.000,-2.369,-0.007,-5.016,0.3983,0.7591,0.2914,0.0038,0.0070
476,-1.4827,2.759,0.020,-5.000,2.628,0.020,-4.996,0.4191,0.7394,0.3125,0.0007,0.0100,-2.239,0.003,-5.000,-2.356,-0.007,-5.017,0.3928,0.7659,0.2969,0.0047,0.0055
477,-1.4789,2.774,0.020,-5.000,2.635,0.018,-4.996,0.4291,0.7297,0.3236,0.0023,0.0112,-2.223,0.004,-5.000,-2.342,-0.007,-5.016,0.3934,0.7662,0.3020,0.0051,0.0051
478,-1.4749,2.789,0.019,-5.000,2.644,0.016,-4.997,0.4344,0.7261,0.3348,0.0040,0.0112,-2.204,0.006,-5.000,-2.329,-0.005,-5.015,0.4057,0.7543,0.3090,0.0051,0.0070
479,-1.4709,2.803,0.018,-5.000,2.654,0.013,-4.998,0.4332,0.7300,0.3449,0.0057,0.0100,-2.188,0.009,-5.000,-2.316,-0.002,-5.013,0.4083,0.7527,0.3160,0.0045,0.0069
480,-1.4668,2.820,0.017,-5.000,2.664,0.009,-5.000,0.4389,0.7254,0.3551,0.0069,0.0103,-2.169,0.012,-5.000,-2.304,0.000,-5.010,0.4181,0.7435,0.3245,0.0038,0.0085
481,-1.4626,2.837,0.016,-5.000,2.676,0.005,-5.002,0.4430,0.7227,0.3653,0.0078,0.0102,-2.151,0.014,-5.000,-2.292,0.003,-5.008,0.4241,0.7382,0.3336,0.0030,0.0091
482,-1.4582,2.855,0.014,-5.000,2.687,0.000,-5.004,0.4489,0.7180,0.3758,0.0083,0.0104,-2.133,0.017,-5.000,-2.281,0.006,-5.006,0.4326,0.7304,0.3436,0.0019,0.0100
483,-1.4538,2.874,0.013,-5.000,2.699,-0.004,-5.007,0.4538,0.7145,0.3862,0.0083,0.0105,-2.114,0.021,-5.000,-2.270,0.010,-5.005,0.4420,0.7217,0.3545,0.0006,0.0109
484,-1.4493,2.896,0.013,-5.000,2.711,-0.008,-5.008,0.4679,0.7007,0.3981,0.0079,0.0119,-2.096,0.024,-5.000,-2.258,0.014,-5.005,0.4440,0.7216,0.3649,-0.0010,0.0104
485,-1.4446,2.919,0.014,-5.000,2.721,-0.010,-5.009,0.4863,0.6824,0.4117,0.0071,0.0136,-2.077,0.028,-5.000,-2.245,0.019,-5.006,0.4483,0.7187,0.3752,-0.0026,0.0103
486,-1.4399,2.938,0.015,-5.000,2.731,-0.013,-5.009,0.4900,0.6809,0.4249,0.0060,0.0132,-2.057,0.032,-5.000,-2.233,0.024,-5.007,0.4576,0.7103,0.3863,-0.0041,0.0111
487,-1.4350,2.964,0.017,-5.000,2.741,-0.014,-5.009,0.5107,0.6602,0.4398,0.0049,0.0149,-2.035,0.037,-5.000,-2.221,0.029,-5.009,0.4679,0.7008,0.3982,-0.0053,0.0119
488,-1.4301,2.981,0.018,-5.000,2.752,-0.014,-5.008,0.5102,0.6635,0.4537,0.0036,0.0139,-2.019,0.041,-5.000,-2.206,0.035,-5.010,0.4583,0.7135,0.4075,-0.0062,0.0093
489,-1.4250,2.999,0.020,-5.000,2.765,-0.014,-5.007,0.5068,0.6693,0.4665,0.0023,0.0127,-1.996,0.046,-5.000,-2.192,0.041,-5.011,0.4690,0.7031,0.4181,-0.0067,0.0106
490,-1.4198,3.026,0.023,-5.000,2.777,-0.015,-5.006,0.5238,0.6527,0.4805,0.0014,0.0140,-1.975,0.051,-5.000,-2.176,0.046,-5.012,0.4699,0.7042,0.4277,-0.0068,0.0096
491,-1.4145,3.044,0.025,-5.000,2.791,-0.015,-5.004,0.5207,0.6578,0.4934,0.0009,0.0129,-1.949,0.055,-5.000,-2.161,0.050,-5.013,0.4818,0.6923,0.4389,-0.0064,0.0112
492,-1.4092,3.072,0.028,-5.000,2.804,-0.015,-5.003,0.5345,0.6444,0.5071,0.0007,0.0137,-1.927,0.058,-5.000,-2.144,0.052,-5.014,0.4836,0.6924,0.4491,-0.0052,0.0102
493,-1.4037,3.095,0.031,-5.000,2.818,-0.015,-5.003,0.5398,0.6401,0.5208,0.0009,0.0136,-1.895,0.061,-5.000,-2.130,0.052,-5.015,0.5092,0.6660,0.4624,-0.0039,0.0133
494,-1.3981,3.119,0.034,-5.000,2.833,-0.015,-5.003,0.5428,0.6380,0.5341,0.0013,0.0133,-1.877,0.062,-5.000,-2.113,0.050,-5.017,0.5002,0.6780,0.4734,-0.0019,0.0110
495,-1.3923,3.143,0.036,-5.000,2.850,-0.016,-5.004,0.5459,0.6379,0.5458,0.0020,0.0117,-1.848,0.064,-5.000,-2.098,0.048,-5.018,0.5154,0.6626,0.4861,-0.0000,0.0127
496,-1.3865,3.172,0.040,-5.000,2.867,-0.016,-5.004,0.5553,0.6284,0.5581,0.0027,0.0123,-1.824,0.066,-5.000,-2.080,0.045,-5.020,0.5165,0.6634,0.4978,0.0021,0.0117
497,-1.3806,3.196,0.043,-5.000,2.887,-0.016,-5.004,0.5529,0.6338,0.5680,0.0033,0.0099,-1.795,0.068,-5.000,-2.063,0.043,-5.022,0.5277,0.6519,0.5106,0.0036,0.0128
498,-1.3745,3.229,0.048,-5.000,2.906,-0.016,-5.004,0.5676,0.6177,0.5798,0.0037,0.0118,-1.769,0.070,-5.000,-2.044,0.041,-5.024,0.5289,0.6535,0.5217,0.0049,0.0111
499,-1.3684,3.254,0.051,-5.000,2.927,-0.015,-5.004,0.5659,0.6218,0.5896,0.0038,0.0098,-1.737,0.073,-5.000,-2.026,0.039,-5.025,0.5444,0.6361,0.5352,0.0055,0.0135
500,-1.3621,3.278,0.055,-5.000,2.951,-0.013,-5.004,0.5588,0.6308,0.5969,0.0035,0.0073,-1.711,0.076,-5.000,-2.006,0.037,-5.026,0.5446,0.6394,0.5465,0.0058,0.0112
501,-1.3557,3.312,0.061,-5.000,2.975,-0.011,-5.004,0.5690,0.6203,0.6053,0.0030,0.0083,-1.685,0.079,-5.000,-1.983,0.036,-5.026,0.5410,0.6455,0.5555,0.0056,0.0090
502,-1.3492,3.335,0.064,-5.000,3.002,-0.009,-5.003,0.5586,0.6319,0.6109,0.0024,0.0056,-1.652,0.083,-5.000,-1.960,0.035,-5.025,0.5521,0.6341,0.5656,0.0050,0.0101
503,-1.3426,3.371,0.071,-5.000,3.029,-0.007,-5.002,0.5687,0.6217,0.6176,0.0017,0.0068,-1.626,0.086,-5.000,-1.934,0.034,-5.024,0.5458,0.6426,0.5732,0.0042,0.0077
504,-1.3359,3.401,0.076,-5.000,3.057,-0.005,-5.001,0.5668,0.6240,0.6233,0.0010,0.0057,-1.589,0.092,-5.000,-1.910,0.035,-5.022,0.5604,0.6273,0.5828,0.0032,0.0095
505,-1.3291,3.432,0.081,-5.000,3.086,-0.002,-4.999,0.5665,0.6245,0.6283,0.0002,0.0050,-1.551,0.099,-5.000,-1.887,0.036,-5.021,0.5761,0.6103,0.5943,0.0020,0.0116
506,-1.3222,3.456,0.085,-5.000,3.119,0.000,-4.997,0.5514,0.6374,0.6300,-0.0005,0.0017,-1.527,0.103,-5.000,-1.860,0.038,-5.020,0.5637,0.6261,0.6020,0.0003,0.0076
507,-1.3151,3.497,0.092,-5.000,3.151,0.002,-4.996,0.5639,0.6267,0.6338,-0.0010,0.0038,-1.495,0.110,-5.000,-1.832,0.041,-5.019,0.5649,0.6252,0.6090,-0.0016,0.0070
508,-1.3079,3.524,0.096,-5.000,3.187,0.004,-4.995,0.5511,0.6366,0.6349,-0.0013,0.0011,-1.455,0.118,-5.000,-1.806,0.045,-5.018,0.5799,0.6093,0.6180,-0.0032,0.0090
509,-1.3007,3.567,0.105,-5.000,3.220,0.006,-4.995,0.5655,0.6249,0.6385,-0.0014,0.0036,-1.427,0.124,-5.000,-1.776,0.049,-5.017,0.5711,0.6193,0.6244,-0.0049,0.0064
510,-1.2933,3.612,0.115,-5.000,3.251,0.009,-4.995,0.5828,0.6081,0.6447,-0.0012,0.0062,-1.374,0.137,-5.000,-1.753,0.052,-5.016,0.6091,0.5755,0.6379,-0.0060,0.0135
511,-1.2858,3.633,0.118,-5.000,3.289,0.012,-4.996,0.5575,0.6300,0.6457,-0.0008,0.0010,-1.356,0.142,-5.000,-1.722,0.058,-5.015,0.5825,0.6078,0.6443,-0.0071,0.0063
512,-1.2782,3.680,0.129,-5.000,3.323,0.015,-4.996,0.5759,0.6149,0.6500,-0.0002,0.0042,-1.319,0.150,-5.000,-1.691,0.062,-5.014,0.5876,0.6026,0.6508,-0.0075,0.0066
513,-1.2704,3.720,0.138,-5.000,3.357,0.018,-4.996,0.5835,0.6073,0.6551,0.0005,0.0051,-1.273,0.161,-5.000,-1.661,0.066,-5.013,0.6055,0.5836,0.6599,-0.0071,0.0090
514,-1.2626,3.752,0.145,-5.000,3.394,0.023,-4.996,0.5752,0.6147,0.6582,0.0014,0.0031,-1.243,0.168,-5.000,-1.628,0.069,-5.012,0.5972,0.5936,0.6663,-0.0063,0.0065
515,-1.2547,3.793,0.156,-5.000,3.430,0.028,-4.996,0.5821,0.6082,0.6622,0.0023,0.0040,-1.195,0.180,-5.000,-1.597,0.071,-5.011,0.6174,0.5747,0.6754,-0.0051,0.0091
516,-1.2466,3.854,0.175,-5.000,3.459,0.033,-4.995,0.6234,0.5669,0.6730,0.0030,0.0108,-1.155,0.190,-5.000,-1.566,0.075,-5.011,0.6231,0.5724,0.6842,-0.0038,0.0088
517,-1.2384,3.903,0.190,-5.000,3.486,0.037,-4.994,0.6455,0.5462,0.6869,0.0036,0.0139,-1.098,0.207,-5.000,-1.541,0.078,-5.010,0.6595,0.5321,0.7006,-0.0028,0.0164
518,-1.2301,3.938,0.201,-5.000,3.517,0.043,-4.993,0.6448,0.5543,0.6981,0.0042,0.0111,-1.078,0.212,-5.000,-1.507,0.082,-5.009,0.6328,0.5720,0.7079,-0.0016,0.0072
519,-1.2217,3.960,0.206,-5.000,3.553,0.051,-4.992,0.6196,0.5832,0.7034,0.0047,0.0054,-1.041,0.223,-5.000,-1.471,0.088,-5.008,0.6315,0.5757,0.7140,-0.0005,0.0061
520,-1.2132,4.009,0.223,-5.000,3.587,0.059,-4.992,0.6364,0.5690,0.7109,0.0048,0.0075,-1.003,0.234,-5.000,-1.434,0.093,-5.007,0.6299,0.5789,0.7191,0.0007,0.0051
521,-1.2046,4.047,0.236,-5.000,3.623,0.069,-4.991,0.6360,0.5719,0.7174,0.0044,0.0065,-0.977,0.241,-5.000,-1.391,0.100,-5.007,0.6078,0.5976,0.7200,0.0018,0.0009
522,-1.1959,4.087,0.251,-5.000,3.659,0.080,-4.991,0.6374,0.5727,0.7233,0.0036,0.0059,-0.910,0.263,-5.000,-1.355,0.107,-5.006,0.6486,0.5632,0.7274,0.0023,0.0074
523,-1.1870,4.127,0.265,-5.000,3.696,0.093,-4.992,0.6374,0.5746,0.7285,0.0023,0.0052,-0.888,0.270,-5.000,-1.313,0.116,-5.005,0.6201,0.5889,0.7289,0.0024,0.0015
524,-1.1781,4.156,0.276,-5.000,3.737,0.107,-4.993,0.6194,0.5902,0.7299,0.0007,0.0014,-0.846,0.284,-5.000,-1.271,0.125,-5.005,0.6211,0.5885,0.7305,0.0023,0.0015
525,-1.1690,4.194,0.291,-5.000,3.779,0.121,-4.995,0.6141,0.5955,0.7307,-0.0012,0.0008,-0.793,0.303,-5.000,-1.231,0.135,-5.005,0.6377,0.5762,0.7348,0.0022,0.0043
526,-1.1598,4.252,0.314,-5.000,3.819,0.134,-4.997,0.6377,0.5761,0.7350,-0.0030,0.0043,-0.765,0.312,-5.000,-1.187,0.146,-5.005,0.6156,0.5956,0.7355,0.0021,0.0007
527,-1.1506,4.286,0.328,-5.000,3.862,0.148,-4.998,0.6258,0.5858,0.7367,-0.0049,0.0016,-0.706,0.335,-5.000,-1.146,0.157,-5.005,0.6410,0.5747,0.7397,0.0018,0.0042
528,-1.1412,4.358,0.358,-5.000,3.898,0.159,-4.999,0.6724,0.5454,0.7459,-0.0063,0.0092,-0.648,0.359,-5.000,-1.108,0.169,-5.004,0.6660,0.5532,0.7476,0.0011,0.0078
529,-1.1317,4.393,0.372,-5.000,3.937,0.172,-5.000,0.6622,0.5580,0.7524,-0.0074,0.0065,-0.634,0.365,-5.000,-1.064,0.185,-5.002,0.6230,0.5930,0.7483,-0.0000,0.0007
